,wt_fe2_1,wt_fe2_2,wt_dpd_1,wt_dpd_2,delfur_fe2_1,delfur_fe2_2,delfur_dpd_1,delfur_dpd_2
b2350,289,218,94,76,210,191,131,105
b2351,1652,1317,614,501,1187,1106,631,869
b2352,1403,1121,241,123,862,830,274,388
b2354,44,26,33,35,51,40,47,26
b2357,2,0,3,7,1,0,2,2
b2359,14,15,22,23,19,16,18,31
b2360,34,38,64,72,50,51,69,64
b2361,1,0,0,4,2,0,0,0
b2362,2,2,3,7,1,2,2,3
b2363,4,5,5,8,11,4,13,10
b2364,143,123,165,178,182,155,176,117
b2365,34,27,42,46,42,43,42,34
b2366,189,192,346,302,231,221,339,383
b2367,15,17,12,19,23,30,23,21
b2368,24,25,18,14,26,35,15,16
b2369,1421,1059,377,285,1123,1163,459,500
b2370,1654,1271,220,174,1115,1061,294,407
b2371,24,33,49,60,35,42,68,69
b2372,12,13,11,4,21,18,9,9
b2373,30,34,28,44,33,49,60,59
b2374,50,23,24,21,51,48,39,49
b2375,19,12,7,10,33,15,17,19
b2376,4,8,3,3,5,5,2,6
b2377,104,69,72,92,111,132,104,95
b2378,205,172,84,126,147,122,153,197
b2379,687,563,1206,1015,753,770,1120,1043
b2380,214,170,386,407,256,254,419,453
b2381,215,235,721,636,342,307,595,530
b2382,90,87,169,135,109,99,186,152
b2383,57,57,111,95,76,62,97,107
b2384,2,7,29,31,6,7,27,26
b2385,16,18,27,24,13,18,32,25
b2386,9,6,14,22,7,5,8,12
b2387,1,0,8,9,0,2,7,3
b2388,474,321,373,251,402,406,337,270
b2389,110,104,283,295,145,151,282,268
b2390,56,63,281,282,103,105,325,303
b2392,656,495,7923,6641,1178,1248,8320,7802
b2393,1798,1534,942,857,1434,1457,1023,1035
b2394,598,465,572,520,631,654,585,502
b2395,549,453,420,307,554,509,435,391
b2398,143,96,84,82,119,103,105,109
b2399,127,122,48,54,141,131,67,93
b2400,7716,6563,5451,5039,6729,6045,5676,6279
b2405,139,98,140,152,161,147,209,180
b2406,53,50,53,49,54,57,69,65
b2407,6,10,9,16,6,5,21,13
b2408,34,13,115,70,35,56,87,73
b2409,126,92,209,174,132,156,211,205
b2410,404,344,704,656,496,425,1031,1046
b2411,1305,1128,1515,1227,1225,1143,1493,1355
b2412,2549,2208,4674,4315,2697,2694,4677,4869
b2413,423,318,454,443,452,439,478,467
b2414,37946,32140,76249,84174,43047,40949,51855,62928
b2415,9281,8306,5092,4198,9223,8516,5624,6169
b2416,27067,23010,21641,19442,25439,23579,25248,28062
b2417,8789,7419,10653,10009,8974,8484,10340,11005
b2418,913,698,1050,949,929,790,957,1095
b2419,47,38,60,59,64,72,55,78
b2420,84,88,64,59,98,114,74,96
b2421,3134,2422,3561,3347,2791,2713,2733,2990
b2422,3860,3269,11336,11658,4452,4392,7471,7674
b2423,1339,1170,1651,2026,1564,1461,1607,2025
b2424,1169,926,1264,1394,1127,1121,1249,1418
b2425,3826,3303,5751,6185,4133,4135,5586,5995
b2426,451,365,253,225,373,329,257,314
b2427,61,47,61,62,71,67,60,60
b2428,120,98,162,141,145,116,135,123
b2429,62,44,67,84,58,55,65,75
b2430,80,56,89,77,74,78,78,84
b2431,1541,1335,1293,1041,1394,1241,1357,1211
b2432,422,354,561,513,595,548,609,734
b2433,122,97,69,65,115,123,74,94
b2434,254,214,216,190,306,273,262,194
b2435,897,796,757,573,919,877,722,755
b2436,469,417,393,338,460,423,373,415
b2437,102,99,311,296,130,123,350,247
b2438,90,73,243,261,109,89,257,265
b2439,117,99,328,307,171,173,261,278
b2440,207,190,393,405,254,240,334,411
b2441,390,331,728,602,446,399,572,502
b2442,657,553,520,479,573,609,645,772
b2443,115,96,211,140,144,146,183,125
b2444,13,5,19,15,10,7,21,22
b2445,10,9,19,17,10,16,16,11
b2446,23,23,78,72,38,35,61,66
b2447,37,48,121,139,48,42,97,117
b2448,7,5,6,7,10,10,8,12
b2449,213,198,266,201,215,227,285,276
b2450,512,401,350,204,489,472,416,310
b2451,17,16,81,70,31,18,69,62
b2452,29,24,73,64,23,21,62,53
b2453,9,13,44,36,16,17,42,35
b2454,2,3,8,5,4,3,5,15
b2455,10,7,18,12,7,15,23,20
b2456,3,0,1,1,2,3,2,3
b2457,13,14,16,10,13,6,13,21
b2458,10,8,20,30,10,12,25,28
b2459,3,5,8,8,4,2,5,8
b2460,7,4,12,11,10,9,7,9
b2461,1,3,4,2,4,1,4,1
b2462,2,0,2,2,2,0,0,4
b2463,1953,1693,2642,2380,2244,2101,2650,2595
b2464,2344,2004,15923,14253,3468,3344,15585,16833
b2465,4739,3813,29058,24270,6271,6235,32142,31440
b2466,61,47,489,435,93,87,638,539
b2467,293,254,379,328,313,279,456,512
b2468,94,90,114,134,88,101,107,111
b2469,254,238,199,169,210,210,197,197
b2470,193,139,203,175,220,188,202,186
b2471,268,240,168,147,323,272,208,237
b2472,744,635,765,733,667,714,805,781
b2473,303,265,666,596,323,318,617,533
b2474,676,565,710,697,611,560,789,704
b2475,797,675,1538,1450,821,732,1587,1669
b2476,8090,6598,3337,2174,6950,6801,3089,3127
b2477,4010,3268,3975,3512,4076,3776,4436,5210
b2478,6534,5757,6201,5769,7333,6456,5936,7156
b2479,1500,1236,1580,1672,1734,1470,1581,2157
b2480,3697,3192,2550,2385,4652,4352,2735,3349
b2481,2,3,6,2,3,2,3,1
b2482,25,20,37,30,46,29,41,42
b2483,5,3,3,9,2,6,5,7
b2484,5,7,17,16,5,6,8,13
b2485,2,1,11,9,3,4,6,11
b2486,20,21,40,55,30,36,48,33
b2487,59,53,164,146,74,71,162,152
b2488,18,12,41,46,25,21,21,42
b2489,18,30,51,38,21,20,41,37
b2490,7,8,13,20,12,6,24,24
b2491,38,32,52,57,46,35,40,47
b2492,22,25,27,35,26,29,46,33
b2493,441,359,408,358,395,433,474,359
b2494,1249,1029,2579,2384,1616,1482,2494,2577
b2495,1073,960,844,700,1128,1029,1111,1070
b2496,1020,799,439,446,747,783,470,462
b2497,5016,4003,103,52,3237,3057,203,283
b2498,8459,6910,573,383,6216,5703,805,986
b2499,5967,4790,2273,1453,5011,4717,2431,2551
b2500,2669,2238,783,559,2202,1985,933,874
b2501,2208,1914,3194,2815,2369,2146,2717,2942
b2502,1747,1468,2257,2105,1684,1561,2162,2217
b2503,54,31,64,56,67,62,54,63
b2504,404,374,375,333,542,482,455,449
b2505,22,19,11,10,16,10,9,8
b2506,38,32,68,58,48,41,61,47
b2507,12098,9336,5900,4908,11247,10250,6230,7291
b2508,7516,5712,5045,3660,7647,7201,4863,5758
b2509,2200,1906,1805,1704,2203,2014,2146,2337
b2510,104,109,98,95,137,128,122,120
b2511,2187,1877,4178,3772,2210,2143,4042,3951
b2512,2832,2181,3347,2996,2550,2650,3605,3570
b2513,1532,1385,1985,2030,1535,1585,2031,2862
b2514,4801,4050,5214,5115,4927,4380,5259,6440
b2515,2565,2132,4676,4827,2750,2501,4437,4665
b2516,2404,2015,3753,3562,2501,2393,3607,3571
b2517,1724,1324,1496,1408,1410,1319,1554,1413
b2518,4250,3573,523,475,2885,2647,556,724
b2519,287,204,241,190,238,209,223,240
b2520,2679,2255,3312,3031,2706,2567,3439,3602
b2521,1134,1023,1622,1323,1354,1230,1539,1260
b2522,1061,769,668,582,626,604,601,768
b2523,1877,1438,1864,1675,1123,991,2112,2091
b2524,333,247,126,100,162,143,172,137
b2525,784,669,560,559,425,391,588,642
b2526,2719,1934,3854,3962,1563,1612,3827,4544
b2527,891,649,1865,1654,708,668,1528,1592
b2528,1440,906,2721,2757,1006,1008,2678,2461
b2529,2203,1603,5464,5490,1616,1642,4113,4661
b2530,9043,6575,18225,16382,5894,5735,16030,14601
b2531,2001,1469,10359,10405,3321,3319,9200,9407
b2532,1192,893,1284,1140,1139,1020,1349,1226
b2533,3190,2735,758,513,2184,2088,871,563
b2534,10,20,14,13,17,19,13,10
b2535,228,205,908,1034,408,362,962,805
b2536,150,144,96,78,164,146,84,105
b2537,329,318,326,271,387,383,350,346
b2538,220,210,349,335,212,246,323,323
b2539,48,34,55,39,45,38,40,26
b2540,11,6,10,13,12,13,19,11
b2541,50,42,70,98,45,48,74,85
b2542,85,74,169,193,129,90,165,156
b2543,268,241,875,777,365,433,845,731
b2544,59,48,104,91,68,74,95,114
b2545,82,44,121,111,91,89,149,103
b2546,24,14,36,39,24,16,47,38
b2547,20,18,48,52,28,29,55,37
b2548,12,13,24,20,30,22,19,23
b2549,61,54,97,85,66,58,77,85
b2550,240,204,267,219,252,270,219,204
b2551,40198,31140,21687,13814,32217,29642,24613,23045
b2552,406,328,10758,12986,451,474,3018,2147
b2553,741,591,667,570,689,685,726,599
b2554,411,365,505,564,409,434,508,550
b2555,373,269,483,512,320,295,457,550
b2556,481,354,663,584,484,485,715,550
b2557,15751,13214,10014,7008,15188,13986,9777,10303
b2558,237,204,201,150,259,228,196,171
b2559,309,273,336,293,276,264,411,357
b2560,295,252,634,619,326,308,735,653
b2561,185,145,293,251,250,245,217,225
b2562,179,133,48,46,121,115,56,42
b2563,214,176,176,147,236,216,124,140
b2564,1313,1090,1584,1353,1416,1193,1495,1398
b2565,307,272,276,273,350,291,286,303
b2566,1580,1279,1890,1943,1516,1408,1926,2118
b2567,1581,1328,1388,1376,1444,1474,1461,1431
b2568,2060,1685,1597,1569,2107,1934,1773,2076
b2569,4808,4085,4476,4148,4888,4553,4617,4566
b2570,348,266,329,364,395,452,396,469
b2571,1361,1111,1958,1910,1833,1838,2575,2540
b2572,2148,1933,7736,9527,3996,3538,8552,13726
b2573,1573,1289,4223,4418,2452,2423,4930,6656
b2574,1986,1598,1635,1266,2363,2179,1395,1335
b2575,293,242,124,129,260,233,148,180
b2576,1866,1620,1730,1524,1663,1528,1795,1780
b2577,134,107,155,136,114,156,166,128
b2578,35,22,44,46,34,44,65,29
b2579,2650,1862,459,371,443,430,452,510
b2580,632,584,535,527,636,647,655,663
b2581,1374,1168,1832,1483,1288,1306,1583,1503
b2582,326,263,461,382,420,430,382,310
b2583,159,120,101,111,136,118,109,140
b2584,819,690,1861,1917,1112,1036,1833,2039
b2585,2836,2501,4283,4438,3056,2899,3866,4175
b2586,45,28,26,15,32,40,18,22
b2587,13470,11568,23200,21881,18846,17908,24149,21986
b2592,3699,2954,8662,7604,6742,6907,6893,5734
b2593,571,451,789,795,513,545,800,896
b2594,1307,1134,2714,2422,1286,1273,2655,2573
b2595,4243,3724,3215,3080,4587,4092,3568,5524
b2597,2594,2384,3044,2177,3706,3272,2434,1666
b2598,41,27,2,4,37,59,10,6
b2599,3492,3100,2865,2204,4034,3661,5580,5949
b2600,2529,2159,403,363,2260,2109,477,442
b2601,6281,5619,608,560,6876,5850,730,680
b2602,60,41,121,130,80,79,142,120
b2603,184,170,89,85,179,185,76,118
b2604,147,152,86,59,146,106,73,89
b2605,314,260,135,105,271,231,113,158
b2606,6827,5461,3550,2820,5310,5240,3985,3957
b2607,19070,16162,17816,17451,16117,15568,15809,23799
b2608,15613,12903,10451,9296,12439,12171,9831,12107
b2609,6835,5876,4002,3134,5817,5514,3978,4096
b2610,2948,2406,4275,3883,2817,2642,4062,4630
b2611,486,461,952,1054,683,631,814,1067
b2614,3056,2475,4050,3480,4317,4073,3209,3288
b2615,771,617,1126,1062,877,765,1164,1085
b2616,628,526,410,401,3350,2873,961,1025
b2617,1621,1327,948,718,2131,1999,1317,1112
b2618,196,167,141,155,220,184,151,243
b2619,388,356,245,213,391,373,274,250
b2620,1571,1383,1532,1408,1945,1771,1482,1934
b2622,862,798,1724,1519,1174,1072,1432,1517
b2623,74,89,101,84,92,76,77,107
b2624,8,6,5,2,5,10,6,7
b2625,29,30,24,17,17,21,16,7
b2626,14,9,6,7,10,7,4,5
b2627,777,685,903,792,777,754,881,879
b2628,786,673,922,829,811,738,813,837
b2629,17,18,16,9,16,15,10,12
b2630,1437,1154,677,834,1170,1131,705,1033
b2631,267,198,238,284,252,275,326,320
b2632,35,35,89,79,40,48,76,88
b2633,12,19,40,22,20,29,28,24
b2634,5,3,7,3,7,1,6,4
b2635,0,2,1,0,2,1,2,3
b2636,8,10,14,11,11,12,11,10
b2637,29,17,21,16,26,15,18,26
b2642,367,255,154,109,249,242,153,201
b2643,1,1,0,0,0,2,0,1
b2644,2,1,2,4,3,0,1,1
b2645,3,3,2,2,4,2,5,3
b2646,22,11,21,20,15,21,12,26
b2647,296,244,768,626,314,344,805,738
b2659,217,187,1691,1333,428,372,2393,2042
b2660,330,279,1947,2018,524,467,2218,2952
b2661,688,544,3731,3520,819,861,4606,4972
b2662,756,605,4630,4091,842,851,5493,5638
b2663,190,184,911,812,258,240,1109,1160
b2664,193,172,443,393,224,210,499,504
b2665,1676,1370,10071,8643,2315,2445,10923,9419
b2666,163,108,131,103,181,221,207,87
b2667,28,23,50,53,45,42,46,68
b2668,134,92,214,201,133,126,164,159
b2669,4500,3950,1611,1232,4187,3916,759,738
b2670,3,3,83,69,13,13,558,531
b2671,96,65,314,216,126,151,336,257
b2672,1143,759,3858,3182,1118,1200,4512,3190
b2673,72,54,4093,4179,2320,2288,2725,2651
b2674,49,47,4286,4926,1594,1451,2765,3361
b2675,320,254,21026,22165,7747,7240,14811,15357
b2676,117,98,6176,6257,2806,2530,4315,4495
b2677,726,575,1379,1221,1790,1781,2107,2466
b2678,383,282,875,723,831,852,1279,1294
b2679,539,506,881,688,1326,1317,1583,1459
b2682,1038,839,383,337,844,754,431,458
b2683,406,403,222,257,408,374,235,392
b2684,2241,2164,1327,1074,2346,2227,1131,1201
b2685,850,766,355,279,631,545,387,391
b2686,481,408,189,168,313,310,185,183
b2687,4291,3509,11011,9791,4892,4989,10988,10292
b2688,4071,3522,7048,6647,4485,4185,6757,7266
b2689,321,297,374,395,334,324,385,533
b2690,552,444,374,350,555,512,456,479
b2696,3007,2429,2461,2122,2928,3130,2992,2299
b2697,15642,12769,13773,11139,13212,12197,13696,14140
b2698,46,36,45,62,93,72,60,86
b2699,4152,3415,5650,4898,8829,8421,6897,6685
b2700,363,316,583,514,439,399,522,624
b2701,541,506,1325,1103,637,596,1176,1187
b2702,9,6,7,1,8,8,4,1
b2703,20,18,10,9,25,16,9,8
b2704,7,9,9,8,10,12,2,2
b2705,54,68,49,44,68,74,66,53
b2706,22,18,23,33,32,18,28,25
b2707,226,218,274,255,262,215,192,248
b2708,338,278,329,271,277,292,324,319
b2709,236,188,434,402,284,298,369,361
b2710,77,64,211,234,106,97,252,243
b2711,38,33,101,85,36,56,78,70
b2712,175,137,311,308,183,152,292,268
b2713,10,18,18,23,17,16,17,21
b2714,125,106,150,118,142,114,166,144
b2715,62,50,78,61,70,65,92,72
b2716,164,114,202,175,172,129,224,162
b2717,127,115,303,236,164,162,293,233
b2718,25,23,80,105,29,37,85,84
b2719,29,31,74,81,45,53,70,62
b2720,15,7,17,23,9,8,20,18
b2721,30,31,58,53,22,27,65,57
b2722,6,9,18,24,12,8,18,16
b2723,15,11,29,41,22,15,22,24
b2724,3,2,18,9,5,7,10,9
b2725,1,5,3,7,1,3,4,5
b2726,14,14,5,7,7,6,7,3
b2727,110,93,71,85,55,56,73,74
b2728,13,11,7,4,7,4,7,7
b2729,112,110,232,254,106,106,216,259
b2730,157,144,464,464,128,149,433,384
b2731,293,249,963,905,293,256,883,842
b2732,49,40,599,517,62,63,380,243
b2733,1213,919,1573,1365,1520,1416,1447,1643
b2734,23,28,17,17,29,19,26,12
b2735,169,106,259,207,165,176,253,250
b2736,20,15,29,38,21,23,41,19
b2737,34,30,42,50,35,22,39,36
b2738,17,14,29,37,42,21,37,36
b2739,39,34,79,78,55,39,60,80
b2740,40,26,53,71,47,26,51,58
b2741,7177,5825,25603,23441,11908,11541,23804,20194
b2742,2505,2016,5633,4165,3256,3253,4715,4215
b2743,600,481,929,753,568,602,855,704
b2744,775,611,965,931,818,762,838,969
b2745,1172,1002,1587,1337,1157,1104,1324,1406
b2746,324,249,506,536,334,323,412,592
b2747,471,422,533,578,526,462,403,600
b2748,538,451,680,648,465,537,554,740
b2749,191,165,267,344,180,178,198,325
b2750,695,566,1439,1714,869,892,937,1396
b2751,5832,4782,13159,15688,7920,7875,9748,10473
b2752,5524,4620,12951,15969,7084,7048,9792,11678
b2753,334,280,324,255,299,264,292,264
b2754,46,35,23,18,28,34,34,19
b2755,106,75,115,82,110,119,99,98
b2756,65,58,50,35,69,84,51,46
b2757,73,69,60,38,87,95,58,50
b2758,69,64,44,45,85,71,58,76
b2759,38,25,15,18,37,34,26,28
b2760,33,24,21,22,31,23,28,25
b2761,70,60,77,50,73,107,73,63
b2762,3823,3084,4216,4682,3309,3397,3227,3995
b2763,11455,9425,10827,11790,8118,7607,8604,10362
b2764,12133,9662,11244,12970,8277,7859,10146,11055
b2765,284,257,71,55,264,249,80,75
b2766,59,53,18,23,47,41,29,16
b2767,2,6,1,2,2,3,2,0
b2768,18,18,17,18,28,16,19,22
b2769,17,20,43,44,21,22,49,30
b2770,7,10,39,27,13,9,18,27
b2771,16,20,13,23,12,14,16,14
b2774,2,0,2,6,2,4,1,5
b2775,3,7,10,9,7,6,4,3
b2776,35,20,58,37,44,31,46,45
b2777,86,73,229,176,95,94,242,206
b2778,7,8,5,2,6,5,7,3
b2779,25255,20342,32790,31229,25402,24861,30994,31120
b2780,8499,6986,9656,8687,8041,7725,8725,8374
b2781,575,473,982,779,574,573,837,734
b2782,131,109,178,200,122,143,153,225
b2783,153,128,200,203,142,149,183,224
b2784,2521,2051,3993,3735,2531,2417,3527,3625
b2785,358,331,508,491,427,386,526,552
b2786,944,822,813,715,914,856,806,865
b2787,71,68,231,195,102,74,199,146
b2788,22,19,58,56,25,29,46,51
b2789,11,12,29,33,13,9,15,23
b2790,445,345,405,279,429,384,389,313
b2791,298,264,325,369,301,275,298,334
b2792,127,104,146,109,141,126,152,72
b2793,525,452,640,542,578,554,753,665
b2794,723,578,771,699,686,672,701,750
b2795,2257,1868,2032,1839,1898,1726,2663,2868
b2796,567,483,286,215,421,413,343,301
b2797,335,254,218,226,222,194,235,259
b2798,190,159,111,102,179,184,109,103
b2799,98,98,111,97,95,94,116,95
b2800,20,20,27,16,23,22,24,30
b2801,9,8,6,4,9,4,9,5
b2802,70,68,108,117,65,78,87,96
b2803,102,84,136,146,134,145,112,108
b2804,201,214,393,349,350,369,245,224
b2805,251,242,248,228,360,303,255,217
b2806,791,699,1084,975,798,814,977,825
b2807,77,74,100,99,79,82,80,116
b2808,403,336,424,370,407,403,371,385
b2809,292,271,1434,1660,679,672,2294,1859
b2810,556,459,802,660,569,560,798,757
b2811,258,209,498,542,269,268,445,625
b2812,537,407,609,576,488,476,594,592
b2813,1322,1154,651,463,1245,1200,704,627
b2817,691,570,766,514,590,529,988,964
b2818,9360,7979,1804,1016,6629,6195,2283,2809
b2819,512,387,904,794,504,414,790,831
b2820,1456,1321,1736,1577,1454,1364,1604,1680
b2821,799,668,1007,832,992,962,1057,1047
b2822,1159,903,1747,1578,1100,1036,1598,1522
b2823,33,22,41,38,28,18,36,49
b2824,11,15,12,20,16,14,14,15
b2825,24,26,22,27,16,22,22,15
b2826,3,5,8,6,12,5,7,5
b2827,1295,1177,1316,1253,1320,1247,1288,1506
b2828,985,833,825,865,1034,949,801,1017
b2829,3181,2448,3763,3665,2852,2712,3476,4050
b2830,1422,1159,1405,1349,1243,1291,1189,1468
b2831,153,146,216,186,198,227,197,205
b2832,232,232,244,208,236,221,232,268
b2833,161,110,217,210,161,208,290,172
b2834,2303,1824,3900,3369,2489,2460,4822,3663
b2835,234,146,220,235,178,214,255,211
b2836,908,680,931,938,827,805,884,951
b2837,372,301,472,436,353,340,495,502
b2838,1186,870,598,436,917,924,533,633
b2839,144,130,145,107,136,134,134,135
b2840,394,364,606,498,450,424,492,567
b2841,129,118,94,119,117,139,116,107
b2842,49,51,62,47,54,56,68,51
b2843,27,18,33,21,31,35,21,20
b2844,494,437,152,140,512,442,189,216
b2845,58,33,97,75,54,47,137,170
b2846,10,9,13,5,22,20,13,10
b2847,43,37,29,42,55,41,44,62
b2848,12,5,8,1,13,8,10,11
b2849,1,0,1,1,3,2,2,3
b2851,5,2,3,2,4,1,1,1
b2852,8,9,5,7,3,7,7,7
b2853,7,3,1,1,6,5,3,1
b2860,312,239,713,717,310,315,778,818
b2861,193,191,371,357,236,262,370,401
b2865,600,495,529,329,588,583,553,490
b2866,115,97,208,173,127,110,161,153
b2867,44,40,75,62,46,36,51,48
b2868,24,18,52,47,30,17,32,23
b2869,120,109,113,96,111,127,130,101
b2870,2,5,10,12,9,8,12,8
b2871,15,12,19,34,11,14,20,17
b2872,40,38,58,44,31,33,62,70
b2873,19,24,41,41,26,24,35,34
b2874,69,71,145,109,111,101,129,115
b2875,88,68,139,125,75,77,130,99
b2876,9,15,13,13,15,12,10,18
b2877,37,32,105,111,44,36,132,128
b2878,34,33,38,46,44,33,40,33
b2879,8,11,17,12,12,8,12,13
b2880,13,12,43,33,22,19,17,26
b2881,148,130,255,249,141,136,256,256
b2882,27,21,49,37,36,23,37,55
b2883,169,117,139,109,133,167,129,125
b2886,10,13,20,21,19,17,17,21
b2887,48,31,46,51,48,39,47,41
b2888,4,6,6,6,4,6,6,6
b2889,202,175,736,584,365,332,779,545
b2890,8552,7703,7269,6768,7649,6934,7210,7652
b2891,5870,4991,6328,5848,5498,5160,5721,6682
b2892,1490,1206,2250,2223,1402,1325,2084,2253
b2893,737,656,1021,1020,781,715,853,1234
b2894,614,564,910,923,592,603,807,1006
b2895,637,499,458,426,693,633,477,458
b2896,359,267,195,167,203,188,238,202
b2897,461,412,304,195,288,347,346,238
b2898,2962,2467,5219,4417,3373,3270,4467,4208
b2899,253,245,1574,1911,649,590,1485,1448
b2900,338,263,350,252,354,344,332,292
b2901,1733,1389,2104,1859,1906,1811,1980,2041
b2902,149,90,134,99,129,115,143,127
b2903,2689,2144,1048,995,2112,1960,1797,1753
b2904,1033,1012,184,237,625,565,414,525
b2905,2270,1873,494,438,1988,1798,1115,1153
b2906,867,695,749,708,767,716,748,850
b2907,786,618,1275,1259,721,657,1244,1242
b2908,2886,2360,3606,3497,2878,2742,3402,3334
b2909,1284,1209,1746,1717,1349,1264,1439,1668
b2910,2183,1749,3385,2662,2124,2059,3279,2362
b2912,323,252,367,339,359,331,407,404
b2913,29137,22558,21250,18295,26593,24373,19921,20695
b2914,4039,3415,4291,3805,4456,4176,3484,3634
b2916,1148,936,1235,1077,1092,1004,1263,1130
b2917,35,37,48,52,41,43,57,47
b2918,14,19,33,19,19,8,27,26
b2919,27,22,32,34,30,27,47,33
b2920,35,33,43,46,41,39,32,32
b2921,84,64,70,70,82,76,86,90
b2922,2118,1849,5641,4867,2598,2478,4339,4449
b2923,201,162,252,221,222,229,246,299
b2924,5892,5077,18828,16693,9006,8754,16120,17351
b2925,19520,15241,21970,19035,17176,16253,18596,19253
b2926,12615,9619,18357,16019,11625,11402,14367,14315
b2927,2331,1943,1228,1181,1995,1973,1495,1424
b2928,397,288,284,272,356,337,307,266
b2929,247,215,267,280,245,242,295,309
b2930,9,9,22,24,10,11,25,28
b2933,13,12,13,14,10,12,10,6
b2934,1,4,2,1,2,2,1,1
b2935,13816,11137,7663,6220,12041,10767,6780,7160
b2936,536,429,883,932,349,312,978,970
b2937,812,663,1228,1158,866,767,1306,1342
b2938,7532,6329,6059,6208,7857,7366,6706,6971
b2939,229,171,70,29,171,237,85,50
b2940,10,2,8,10,8,7,7,5
b2942,18140,14987,61700,51703,20730,19281,67630,69413
b2943,709,674,1179,1172,1096,1071,1734,1765
b2944,95,92,57,39,107,93,69,40
b2945,35,32,46,30,38,37,27,44
b2946,595,450,748,738,520,521,567,775
b2947,1532,1306,1713,1516,1294,1170,1465,1748
b2948,1063,885,1109,967,1129,1114,1210,1115
b2949,378,322,390,367,403,372,486,535
b2950,11,9,22,16,14,12,19,20
b2951,648,544,495,387,574,568,430,416
b2952,510,505,429,435,583,525,366,477
b2953,190,201,127,170,189,182,98,195
b2954,613,555,507,475,563,521,503,410
b2955,831,661,679,611,717,661,660,656
b2956,24,25,35,22,27,21,26,27
b2957,64,69,115,115,96,76,143,89
b2958,204,141,425,348,206,233,453,370
b2959,1392,1047,1773,1480,1302,1378,1548,1370
b2960,924,750,1362,1210,1002,982,1218,1202
b2961,649,579,772,645,651,628,795,779
b2962,552,505,684,763,777,703,620,938
b2963,722,605,790,722,783,771,680,834
b2964,223,184,272,253,252,260,267,235
b2965,1377,1189,858,664,1639,1520,859,793
b2966,66,48,94,117,52,55,84,105
b2968,42,29,60,43,35,47,68,48
b2971,169,148,26,14,36,36,24,29
b2972,237,240,127,102,90,93,92,105
b2975,208,162,219,232,182,193,188,175
b2976,1630,1439,2041,1960,933,923,1695,1663
b2977,234,232,317,307,144,152,201,321
b2979,341,310,156,143,82,68,102,102
b2980,583,464,268,224,363,360,257,268
b2982,48,30,20,15,39,26,25,21
b2983,14,12,20,22,17,8,16,18
b2984,14,7,10,10,10,4,11,12
b2985,11,11,18,21,17,10,15,19
b2986,7,5,5,2,9,4,4,5
b2987,19,15,32,34,23,26,53,43
b2988,2876,2340,5723,5049,2557,2464,4801,4854
b2989,1320,1065,4308,3773,1812,1759,4452,4128
b2990,28,25,54,66,52,44,64,66
b2991,21,13,35,36,18,12,32,36
b2992,87,56,92,110,86,76,81,103
b2993,116,85,196,229,126,104,170,196
b2994,238,203,279,265,204,189,228,245
b2995,42,17,8,22,23,10,20,16
b2996,76,77,27,18,35,21,24,24
b2997,136,109,53,40,60,56,43,54
b2998,16,17,17,13,23,20,23,16
b3001,228,194,437,462,265,242,470,462
b3002,1052,885,651,453,1056,1001,609,708
b3003,427,335,3519,3443,561,540,3882,3740
b3005,1032,800,3069,3101,3982,3785,3395,4569
b3006,2024,1414,7279,7301,7238,6829,7708,9720
b3008,2124,1615,7707,4862,2521,2376,14708,17118
b3009,402,347,734,669,474,426,1349,1604
b3010,220,194,432,378,248,257,308,306
b3011,800,712,4346,3654,894,850,1540,1435
b3012,1001,799,5028,4194,1251,1157,4285,3881
b3013,48,45,54,35,51,46,32,42
b3014,21,10,3,11,10,16,11,10
b3017,1539,1224,1042,970,1101,991,1020,1123
b3018,724,640,440,390,676,679,438,518
b3019,2289,1942,2570,2214,2192,2024,2255,2601
b3020,323,281,158,130,284,248,158,161
b3021,272,233,331,305,261,277,250,225
b3022,349,312,195,184,265,241,163,155
b3023,139,94,201,262,142,139,177,213
b3024,1006,771,3059,2620,1145,1232,2413,1646
b3025,118,77,106,90,100,86,75,67
b3026,167,160,243,269,192,166,213,230
b3027,0,2,3,5,3,1,2,1
b3028,580,476,1189,1171,754,719,797,724
b3029,1073,897,1538,1795,1246,1151,1383,1881
b3030,1855,1485,2251,2144,1863,1809,2163,2436
b3031,410,367,538,473,477,524,516,555
b3032,957,821,1751,1797,1257,1179,1720,1825
b3033,327,215,348,350,323,309,354,474
b3034,598,501,1047,888,534,591,990,987
b3035,8294,7395,9179,8621,9952,8953,9149,11480
b3037,1918,1584,2489,2611,1830,1706,2579,3052
b3038,2077,1798,2051,1942,1904,1819,1870,2136
b3039,108,85,170,199,110,88,179,189
b3040,613,497,1657,1573,693,762,1452,1223
b3041,1915,1150,1102,1148,1347,1117,1021,995
b3042,1208,1080,1196,886,1350,1184,1080,896
b3043,24,21,11,3,14,10,6,5
b3044,0,0,1,1,0,1,0,2
b3045,5,4,8,4,6,3,4,8
b3047,18,14,9,4,14,12,14,7
b3048,14,7,9,18,18,17,14,18
b3049,380,316,792,833,465,472,1013,1078
b3050,12,9,9,9,31,16,6,14
b3051,29,35,40,32,45,54,40,35
b3052,725,547,986,843,730,716,934,895
b3053,1177,942,2778,2337,1449,1353,2454,2149
b3054,345,287,786,716,403,412,670,645
