,wt_fe2_1,wt_fe2_2,wt_dpd_1,wt_dpd_2,delfur_fe2_1,delfur_fe2_2,delfur_dpd_1,delfur_dpd_2
b1672,23,25,56,78,30,37,60,69
b1673,32,29,50,38,44,40,46,42
b1674,2,3,8,6,8,5,2,7
b1675,156,109,87,55,61,106,118,46
b1676,10498,8882,16614,17287,9337,8755,14894,16292
b1677,60349,49340,33426,29129,43138,42881,43583,31602
b1678,1179,1037,7799,8220,1845,1913,7842,7273
b1679,171,143,1984,1922,1133,1035,1606,2004
b1680,650,609,13614,13053,4837,4635,11520,12361
b1681,736,686,14016,13134,5439,4890,12042,12787
b1682,339,242,4087,4031,1839,1766,3620,4051
b1683,713,542,14328,12894,4707,4535,12903,11651
b1684,144,142,5377,5631,1459,1346,3713,6027
b1685,623,544,921,870,861,860,825,945
b1686,696,592,299,224,282,283,319,335
b1687,6682,5710,3224,2733,2726,2539,3420,3748
b1688,542,442,1295,1155,654,627,1218,983
b1689,6,6,9,8,12,6,10,10
b1690,5,8,5,4,14,14,8,10
b1691,1,5,2,2,8,4,4,2
b1692,21,30,15,21,32,34,31,29
b1693,529,468,817,759,623,600,668,761
b1694,17,17,28,25,36,40,25,32
b1695,32,25,33,35,44,40,40,45
b1696,127,109,102,83,108,133,89,97
b1697,6,13,25,17,17,8,15,28
b1698,27,28,114,83,45,35,86,88
b1699,31,19,63,61,19,29,61,57
b1700,4,4,4,5,2,6,0,3
b1701,31,27,71,57,33,29,56,55
b1702,7209,6031,17985,16702,10241,9697,13810,14128
b1703,674,654,2237,1823,1003,988,1788,1793
b1704,2999,2404,1422,1090,2196,2086,1053,1086
b1705,43,40,93,67,356,316,123,93
b1706,1055,825,3176,3197,1299,1327,3764,4195
b1707,296,321,105,81,278,250,124,163
b1708,632,573,1033,833,782,719,863,893
b1709,790,666,1878,1908,955,857,2028,2098
b1710,909,733,3103,2811,1121,1133,3129,3114
b1711,275,221,175,151,306,270,184,238
b1712,2146,1693,2187,1871,2302,2587,3130,1943
b1713,8946,7420,9654,8153,9865,9492,13189,13814
b1714,4018,3605,2744,2034,4466,4009,4419,4285
b1715,26,23,22,5,29,38,32,12
b1716,9171,7467,7428,5976,7036,7314,8036,6682
b1717,9793,10336,2892,2983,10120,10014,3635,3698
b1718,29210,27216,21060,20759,28085,26079,20265,26013
b1719,23474,19754,12838,13406,18475,16882,13085,17625
b1722,477,415,100,70,336,339,94,134
b1723,2007,1617,4859,4130,2423,2296,4602,4234
b1724,425,365,1831,1693,607,609,1735,2277
b1725,748,589,3102,3151,936,984,3703,3195
b1726,437,354,477,439,380,436,588,523
b1727,747,645,557,490,795,735,502,608
b1728,35,16,23,26,58,51,20,29
b1729,9912,8126,13054,13112,10302,9754,10899,9808
b1730,11,11,12,14,22,18,18,13
b1731,130,93,132,103,117,100,169,95
b1732,4152,3345,20904,18566,3758,4084,21089,20189
b1733,122,94,162,119,136,120,170,156
b1734,64,62,89,87,72,72,63,100
b1735,75,67,83,73,72,71,76,112
b1736,37,22,35,43,29,39,47,42
b1737,57,37,21,38,30,40,39,35
b1738,99,76,97,66,92,89,126,88
b1739,2948,2100,8013,5763,2776,3060,9550,6698
b1740,2519,1880,4583,4218,2945,2828,4416,5110
b1741,203,166,249,253,312,323,299,308
b1742,14,10,17,22,12,14,26,26
b1743,176,165,529,502,358,371,843,741
b1744,39,40,133,145,35,46,82,98
b1745,92,81,344,375,88,105,260,197
b1746,119,104,474,594,134,129,285,294
b1747,108,81,348,353,109,112,230,209
b1748,158,154,538,628,170,173,397,370
b1749,1011,812,1054,845,1018,939,1070,995
b1750,32,45,7,1,21,24,12,13
b1751,64,47,18,13,38,36,33,24
b1752,55,43,43,46,40,35,38,32
b1753,70,67,149,149,91,90,164,158
b1754,241,175,326,355,256,217,392,381
b1755,65,72,98,90,88,91,123,105
b1756,71,61,86,75,71,64,77,86
b1757,289,226,228,177,180,199,178,209
b1758,97,81,139,134,104,115,159,176
b1759,108,96,99,67,102,96,107,87
b1760,47,15,101,121,70,56,129,88
b1761,18592,13330,8088,5336,42903,39947,9870,9925
b1762,57,48,15,14,45,41,19,27
b1763,1634,1234,1173,1063,1312,1329,1352,1441
b1764,2351,1999,2163,1889,2146,2068,2126,2089
b1765,1008,886,1093,865,1087,1001,1225,1049
b1766,1309,965,1243,1123,1283,1203,1477,1530
b1767,1018,842,957,912,1087,925,925,1084
b1768,485,409,454,491,402,418,501,674
b1769,18,13,13,15,17,11,17,16
b1770,181,140,129,119,205,188,140,136
b1771,59,40,50,39,52,52,56,50
b1772,17,8,20,6,11,26,26,19
b1773,24,21,22,19,22,25,22,34
b1774,21,20,25,21,14,20,22,20
b1775,8,14,6,11,8,10,4,11
b1776,18,17,22,13,24,26,12,20
b1777,689,586,242,130,302,360,269,175
b1778,1578,1396,765,649,886,807,903,960
b1779,59351,51407,52517,44503,71168,65861,54780,61410
b1780,1087,873,252,154,1071,973,288,389
b1781,223,190,264,230,209,208,368,293
b1782,5315,4537,2030,1462,4520,4234,2573,2827
b1783,3812,2904,22542,21740,5366,5465,21543,20660
b1784,781,628,3883,3802,899,989,4135,3815
b1785,13,7,18,30,6,11,12,18
b1786,156,166,219,206,188,220,279,281
b1787,595,462,768,729,717,680,776,833
b1788,6,7,11,14,6,2,11,6
b1789,106,75,56,61,80,83,65,46
b1790,129,121,245,218,164,176,207,236
b1791,101,83,40,30,93,97,51,44
b1792,242,164,564,488,289,257,536,581
b1793,143,113,76,71,118,80,72,98
b1794,1225,1048,1096,920,1286,1255,1275,1382
b1795,1527,940,5175,3912,826,1134,6177,3985
b1796,6,7,29,44,3,11,35,30
b1797,39,26,218,215,35,39,154,138
b1798,42,40,43,49,48,40,95,93
b1799,314,268,811,723,385,343,782,745
b1800,122,115,266,215,158,187,250,222
b1801,10,6,6,10,11,6,3,5
b1802,14,11,29,28,17,14,26,27
b1803,31,37,46,47,33,35,47,40
b1804,548,475,457,351,523,530,512,591
b1805,514,415,479,430,456,447,512,507
b1806,399,324,520,513,404,429,704,719
b1807,542,431,438,336,459,441,483,497
b1808,535,442,644,565,606,581,660,651
b1809,1513,1251,894,731,1383,1295,935,781
b1810,269,196,937,796,352,335,851,691
b1811,408,336,573,462,436,363,476,438
b1812,445,414,548,456,479,469,414,501
b1813,284,233,778,772,364,316,686,786
b1814,461,357,2115,1790,496,506,2322,2127
b1815,81,80,570,557,167,153,436,467
b1816,667,565,696,605,765,717,714,728
b1817,7144,6179,2249,1834,6475,5885,2602,2784
b1818,4362,4153,1681,1551,4216,3936,1907,1884
b1819,5664,4921,1812,1885,5050,4864,2211,2363
b1820,196,165,45,34,148,170,61,50
b1821,36,35,18,12,22,25,21,21
b1822,467,408,518,455,418,462,577,680
b1823,3968,3528,696,699,2282,2357,1178,1111
b1824,3100,2657,328,198,1522,1543,500,301
b1825,366,234,152,105,248,277,199,110
b1826,148,104,31,30,97,124,43,57
b1827,1181,996,1321,1154,1243,1230,1257,1276
b1828,32,23,72,75,70,82,71,76
b1829,2398,2061,1877,1414,2941,2775,2000,1729
b1830,5534,4406,4424,4111,5002,4785,5031,5867
b1831,6056,5203,4986,4283,5576,5018,5475,5623
b1832,2074,1737,2052,1771,1955,1966,2335,2286
b1833,220,163,335,303,227,223,391,378
b1834,897,736,1793,1782,1024,1000,1862,2037
b1835,486,368,476,429,455,416,475,504
b1836,1408,932,11655,7765,1214,1274,9612,3976
b1837,205,167,392,345,238,240,410,384
b1838,57,39,130,129,58,62,134,157
b1839,513,419,297,192,403,449,325,226
b1840,774,589,505,419,680,630,592,628
b1841,531,531,686,652,575,560,633,936
b1842,364,332,324,351,431,333,278,530
b1843,272,281,281,260,399,355,251,311
b1844,509,468,835,816,672,586,870,830
b1845,551,474,1491,1405,668,638,1503,1658
b1846,136,130,263,230,193,161,271,219
b1847,1103,866,1811,1764,1380,1572,1819,2037
b1848,436,357,345,311,1320,1211,515,493
b1849,2720,2260,1301,876,2666,2442,1067,1090
b1850,1285,952,1836,1722,1238,1175,1770,1756
b1851,732,709,1070,1071,852,754,1084,1660
b1852,4704,3875,8284,7274,6535,6063,7223,7310
b1853,505,424,401,356,453,409,397,458
b1854,3747,3089,7346,6547,4054,3869,6547,6470
b1855,1309,1077,1864,1750,1042,1032,1888,2000
b1856,7754,6393,919,902,945,1098,1076,1909
b1857,46693,40656,939,866,2127,2576,1164,6203
b1858,1832,1362,359,253,412,403,372,569
b1859,913,660,138,138,193,180,174,264
b1860,577,477,1448,1198,920,896,1190,1147
b1861,408,335,560,460,642,622,548,557
b1862,10,17,12,13,5,17,12,19
b1863,674,521,641,608,549,528,670,793
b1864,2405,2012,3098,2800,2122,2021,2825,3174
b1865,883,748,1188,1291,806,788,1123,1395
b1866,5217,4060,6273,5433,4250,4043,5941,6081
b1867,407,356,649,573,464,394,671,630
b1868,166,150,133,162,177,190,163,189
b1869,475,385,800,989,525,456,668,963
b1870,619,525,1019,948,658,569,808,937
b1871,586,417,610,594,507,504,599,516
b1872,124,82,186,140,130,109,148,161
b1873,2,8,7,10,10,9,10,10
b1874,680,534,1129,1088,940,908,1395,1269
b1875,376,352,602,477,494,443,470,408
b1876,3511,2998,3404,2780,3469,3139,3379,3336
b1877,17,27,8,7,18,21,17,12
b1878,11,2,9,4,4,4,4,6
b1879,90,55,154,139,120,94,144,148
b1880,15,6,22,36,16,26,21,26
b1881,44,27,90,119,35,55,94,118
b1882,23,17,58,45,38,29,50,53
b1883,6,9,20,21,10,12,20,23
b1884,15,10,21,15,17,13,13,18
b1885,14,15,42,27,27,28,38,30
b1886,20,15,15,19,32,18,28,30
b1887,24,27,58,49,39,28,35,41
b1888,62,51,83,79,86,67,79,74
b1889,8,9,9,18,20,17,13,12
b1890,10,14,12,21,11,13,15,14
b1891,224,218,69,36,264,264,42,43
b1892,161,129,40,31,179,180,33,35
b1893,7,8,6,8,13,8,9,8
b1894,35,19,10,17,33,24,17,17
b1895,224,174,113,66,247,215,132,61
b1896,1888,1528,12492,12416,2622,2469,12407,12786
b1897,572,491,5309,6072,866,919,5783,8028
b1900,41,45,148,119,56,60,95,99
b1901,29,19,91,64,46,45,67,62
b1902,433,408,100,66,217,185,103,101
b1904,11,11,4,4,10,9,9,6
b1905,935,907,239,261,421,402,261,341
b1906,24,19,46,32,17,21,44,27
b1907,305,229,86,67,255,250,103,73
b1908,582,428,813,656,532,495,727,739
b1912,488,416,632,599,556,521,615,598
b1913,1582,1248,2387,2117,1481,1472,2365,2505
b1914,1250,1023,944,859,1060,977,940,1059
b1915,234,202,47,33,151,134,79,41
b1916,283,196,262,271,254,191,352,318
b1917,722,582,1098,1089,788,719,1084,1208
b1918,541,418,788,821,718,668,880,879
b1919,1632,1266,2616,2753,1986,1908,2544,2746
b1920,4992,3555,8455,7661,5996,5894,6681,7081
b1921,32,37,91,83,64,56,72,75
b1922,2,6,25,26,49,44,19,20
b1923,313,300,613,579,535,458,706,592
b1924,39,34,53,50,57,56,51,51
b1925,13,12,13,18,18,20,20,25
b1926,11,9,16,7,10,12,8,11
b1927,1417,1165,4785,4106,1871,1897,4408,3965
b1928,858,746,757,558,752,712,843,680
b1929,1399,1141,384,285,1035,1040,441,445
b1930,213,180,41,58,174,174,41,69
b1931,69,52,276,266,98,92,243,251
b1932,291,246,133,146,148,139,146,153
b1937,10,5,18,15,23,14,19,13
b1938,8,14,21,21,41,38,21,22
b1939,15,13,30,43,26,38,28,23
b1940,10,8,23,19,27,12,19,16
b1941,9,12,24,22,22,23,14,19
b1942,1,4,6,8,5,3,3,3
b1943,21,19,36,42,36,56,41,39
b1944,11,5,12,12,32,14,17,26
b1945,20,23,24,29,40,34,25,29
b1946,5,4,11,9,6,6,8,15
b1947,2,5,6,4,3,5,5,6
b1948,6,4,9,7,9,7,5,5
b1949,1,4,4,3,6,2,1,1
b1950,6,2,5,7,7,8,4,5
b1951,51,31,109,87,123,108,139,158
b1952,170,101,254,230,159,137,280,235
b1953,208,155,2805,2597,320,344,2461,2033
b1955,394,301,3663,3710,548,559,3539,3038
b1956,366,275,985,953,398,438,1033,993
b1957,54,27,174,150,51,61,172,163
b1958,145,106,609,546,173,202,580,579
b1959,10,9,14,16,26,18,20,24
b1960,117,98,110,108,123,121,119,122
b1961,1092,863,1328,1265,1112,1058,1339,1327
b1962,392,309,948,1023,402,381,967,985
b1963,160,118,339,347,203,198,346,388
b1967,1509,1363,9909,10497,2250,2394,12114,9413
b1968,318,269,158,123,292,283,158,212
b1969,277,207,205,182,298,319,220,237
b1970,31,28,39,29,45,40,54,44
b1971,330,289,976,974,347,316,922,782
b1972,118,82,174,176,87,94,189,153
b1973,107503,94135,104,110,652,854,151,1067
b1974,869,609,67,47,76,62,91,35
b1976,536,515,550,519,889,864,639,572
b1978,425,380,928,863,542,492,902,900
b1981,659,486,2854,1976,2201,2173,6324,6144
b1982,2970,2487,4131,3637,3661,3339,4636,4915
b1983,1597,1397,852,618,1813,1821,946,956
b1985,110,75,227,198,95,108,243,210
b1987,703,543,367,419,707,733,396,380
b1988,378,265,74,57,144,140,80,76
b1990,426,362,1313,1148,600,567,1334,1092
b1991,115,111,239,186,149,162,234,217
b1992,20,20,79,52,32,24,60,64
b1993,84,47,148,106,93,103,145,137
b1994,1488,1342,1068,956,1159,1014,1099,1225
b1996,320,251,703,716,342,294,730,737
b1997,190,165,366,323,223,219,352,379
b2000,12494,10209,11420,8594,1506,1395,1576,1537
b2001,336,276,351,291,86,75,78,96
b2002,17,17,34,21,7,11,7,16
b2003,1,0,0,0,0,1,0,1
b2004,1,1,1,2,1,0,1,2
b2005,2,0,1,6,3,8,3,3
b2007,3506,2826,3515,2772,3809,3744,3416,2774
b2008,360,352,522,601,475,400,494,611
b2009,258,217,361,313,336,345,434,340
b2010,130,95,167,143,130,117,150,157
b2011,738,641,938,845,735,681,994,916
b2012,446,414,909,1043,1878,1974,1249,1318
b2013,1039,877,2426,2578,4286,4411,3259,3376
b2014,3843,3081,489,389,2552,2376,527,678
b2015,113,87,241,263,153,154,282,258
b2016,1335,1085,2023,1793,1444,1429,2173,2001
b2017,236,203,384,474,339,312,323,485
b2018,294,285,51,68,328,349,80,138
b2019,2821,2122,2580,1765,2861,2529,5664,6606
b2020,3098,2300,3678,2482,3330,3029,8182,8505
b2021,2662,1865,3283,2154,2645,2564,7154,7996
b2022,2873,2146,3586,2466,3047,2947,7215,7775
b2023,820,612,987,676,740,778,2240,2485
b2024,1345,1020,1175,760,1153,1195,2635,2826
b2025,1911,1378,1380,838,1557,1499,2967,2932
b2026,1956,1571,1294,923,1780,1737,3101,3076
b2027,4877,4152,2087,1855,4574,4092,2399,2715
b2028,347,278,179,191,295,247,238,262
b2029,17481,13687,13801,11000,15161,14556,12807,12325
b2030,2167,1792,1567,1442,1592,1438,1560,1698
b2032,1432,1258,656,479,1073,1136,587,765
b2033,682,524,248,182,538,503,210,286
b2034,1683,1508,811,706,1281,1304,694,867
b2035,557,410,202,129,331,372,227,244
b2036,2206,1621,1076,787,1647,1575,1016,1159
b2037,1243,921,377,379,909,930,344,497
b2038,686,590,226,203,515,539,230,233
b2039,2150,1729,1036,807,1633,1579,993,1069
b2040,2297,1953,969,855,1700,1537,924,998
b2041,3195,2574,1295,1081,1916,1875,1206,1497
b2042,6357,5360,6569,6510,5300,4995,5932,6105
b2043,120,126,187,183,126,121,178,182
b2044,49,35,98,98,51,63,105,103
b2045,36,39,100,74,43,54,99,99
b2046,10,9,22,28,29,21,24,34
b2047,18,12,39,35,23,29,52,53
b2048,35,27,132,130,41,55,78,90
b2049,23,16,59,64,43,42,79,80
b2050,17,15,31,25,28,27,36,44
b2051,2,7,3,4,3,3,16,13
b2052,13,12,30,34,51,27,49,64
b2053,19,36,51,51,85,70,85,109
b2054,1,2,7,7,6,8,6,10
b2055,5,4,12,11,21,15,17,16
b2056,4,4,17,13,11,14,14,21
b2057,13,11,33,23,25,23,35,47
b2058,2,2,11,7,4,12,8,13
b2059,6,6,31,18,28,22,30,28
b2060,13,20,47,53,55,38,71,91
b2061,0,1,1,6,5,6,9,13
b2062,8,4,25,21,26,28,44,51
b2063,538,418,642,660,619,610,833,809
b2064,1171,961,1342,1181,1164,1159,1329,1370
b2065,886,802,1039,822,889,931,1063,970
b2066,989,829,658,661,776,714,621,717
b2067,583,459,1247,1160,696,699,1555,1443
b2068,132,93,355,309,128,126,329,362
b2069,448,332,184,151,199,228,204,232
b2070,97,60,155,133,82,78,106,128
b2071,10,9,14,9,12,16,15,8
b2072,4,4,7,7,11,11,11,11
b2073,5,6,11,10,12,8,4,9
b2074,216,170,561,547,298,286,548,612
b2075,253,215,641,666,367,309,590,627
b2076,178,194,491,448,254,276,511,472
b2077,55,50,165,153,74,73,154,147
b2078,107,54,267,293,101,111,224,268
b2079,287,227,754,770,327,304,568,669
b2080,834,667,5883,5123,1240,1274,5510,3911
b2081,2002,1681,1988,1779,1709,1717,2021,2046
b2082,116,81,68,61,102,137,75,57
b2085,12,8,16,12,10,10,28,19
b2086,360,319,1940,2007,503,541,1687,1792
b2088,1,1,2,2,3,2,1,3
b2089,20,9,24,16,15,15,19,11
b2091,4644,4005,532,277,3570,3338,1667,1817
b2093,3462,3395,174,98,2256,2059,524,970
b2094,5746,5676,346,233,4049,3589,996,1565
b2095,21318,19180,4355,2680,15691,14603,9313,12098
b2096,14921,13084,5500,3422,13131,12624,10842,11961
b2097,4310,3557,20953,16859,4682,4727,23146,19481
b2098,40,39,33,29,43,33,46,55
b2099,67,48,103,126,93,60,147,122
b2100,49,48,94,91,63,59,96,87
b2101,215,191,154,146,231,215,161,165
b2102,153,135,99,69,141,167,109,106
b2103,742,576,1925,1699,1022,1049,1969,2313
b2104,1254,1029,2120,1864,1730,1603,2272,2875
b2105,180,131,72,66,207,173,69,91
b2106,149,111,53,40,196,156,50,36
b2107,354,290,490,350,449,445,602,406
b2108,4,4,6,5,7,8,5,1
b2109,31,15,28,25,26,44,43,27
b2110,0,0,1,2,1,0,3,0
b2111,4,6,2,3,2,0,2,5
b2112,213,216,505,503,358,379,499,638
b2113,1687,1273,1179,896,723,686,1223,1060
b2114,7071,5795,7842,6375,6579,5914,11397,11140
b2118,140,118,150,148,142,138,150,136
b2119,13,12,13,10,14,15,13,13
b2120,33,20,39,41,39,25,52,33
b2121,12,11,22,23,14,18,27,31
b2123,11,12,12,7,9,9,8,11
b2124,245,192,296,261,240,219,290,331
b2125,148,123,91,70,144,120,109,118
b2126,223,179,186,166,246,216,156,166
b2127,242,215,1491,1576,342,326,1269,1457
b2128,113,92,495,403,145,156,493,446
b2129,160,115,742,773,221,232,661,731
b2130,135,104,550,612,195,200,667,696
b2131,423,333,2647,2753,587,625,2251,2129
b2132,1716,1411,1263,995,1533,1480,1360,1407
b2133,3553,2808,5286,4049,5085,4894,6489,6619
b2134,752,640,956,910,681,612,968,953
b2135,88,49,1091,1195,181,216,1110,765
b2136,244,181,411,437,233,239,499,400
b2137,126,91,1134,1197,161,187,1092,927
b2140,226,177,164,149,200,185,173,161
b2141,27,30,95,101,67,52,83,67
b2142,65,48,283,275,135,110,251,226
b2143,297,264,806,814,320,314,881,977
b2144,198,151,132,142,163,153,139,154
b2145,53,41,10,11,27,33,22,7
b2146,43,43,28,17,22,19,29,31
b2147,56,41,44,28,45,47,40,56
b2148,141,157,19,20,138,121,47,33
b2149,350,329,57,48,280,257,72,79
b2150,835,776,195,146,695,643,251,251
b2151,76,82,24,18,72,64,43,47
b2152,950,679,321,253,911,934,581,546
b2153,15386,11701,8215,6275,17114,15631,13520,14887
b2154,1560,1375,1641,1491,1412,1258,1397,1457
b2155,1190,830,12645,6958,117699,110771,13045,13106
b2156,5636,4767,1925,1634,4575,4192,1968,2049
b2157,361,279,426,414,329,305,489,521
b2158,180,133,164,136,282,274,215,204
b2159,756,669,2602,2229,1275,1229,2161,1916
b2160,355,322,696,685,470,426,646,670
b2161,11,9,24,17,25,17,24,18
b2162,3,4,11,19,5,9,12,8
b2163,22,10,16,15,16,15,19,11
b2164,47,35,90,85,49,53,82,64
b2165,15,14,8,14,18,17,13,11
b2166,9,8,4,0,8,9,2,5
b2167,596,483,1084,1082,560,536,1097,1025
b2168,194,135,316,313,173,185,307,319
b2169,234,213,61,72,170,156,116,126
b2170,63,59,94,112,65,64,75,107
b2171,1545,1403,617,486,1562,1446,503,683
b2172,186,174,118,92,166,156,116,137
b2173,352,302,558,420,425,414,513,545
b2174,346,246,115,115,335,276,150,166
b2175,4407,3755,558,385,3896,3686,1025,908
b2176,428,365,148,185,411,397,200,214
b2177,503,422,431,363,608,582,500,455
b2178,127,71,77,57,106,110,103,79
b2179,114,104,75,77,109,109,84,101
b2180,413,367,371,330,405,372,399,417
b2181,1027,793,794,760,910,876,931,748
b2182,523,479,640,623,532,575,699,645
b2183,1223,1089,1977,1915,1275,1152,2043,2212
b2184,322,292,535,498,370,327,534,481
b2185,10792,8788,5436,4865,8707,7946,4874,6140
b2186,1716,1512,1017,906,1691,1494,977,1236
b2187,757,624,694,706,805,758,665,870
b2188,1461,1071,1299,1291,1518,1382,1455,1492
b2192,1660,1512,1278,1099,1299,1173,1257,1360
b2193,392,309,242,204,281,266,229,195
b2194,140,116,235,195,132,104,188,155
b2195,60,54,100,89,58,57,66,77
b2196,211,177,232,234,167,150,213,250
b2197,89,89,111,125,81,93,95,111
b2198,2,2,2,0,4,5,1,0
b2199,86,64,117,122,89,80,105,101
b2200,27,35,65,68,32,30,58,59
b2201,112,105,178,145,85,79,127,134
b2202,97,67,66,74,67,60,102,84
b2203,48,39,23,20,15,14,14,25
b2204,45,38,11,12,7,7,12,10
b2205,46,33,8,7,9,6,15,4
b2206,487,386,70,84,78,72,68,84
b2207,16,11,1,1,1,2,1,0
b2208,74,54,3,6,13,9,7,6
b2209,149,132,416,250,152,145,718,524
b2210,1764,1344,2862,2072,2581,2355,3729,4116
b2211,949,657,1115,962,1613,1543,936,1121
b2212,42,41,157,141,61,56,155,147
b2213,156,134,776,905,183,179,711,775
b2214,187,153,211,186,194,165,202,225
b2215,65339,52532,58692,44288,38594,38427,70570,70263
b2216,2478,2249,2958,2770,2919,2596,3121,3609
b2217,2990,2626,3290,3198,3118,2948,3118,3369
b2218,1180,959,1439,1258,1335,1264,1530,1619
b2219,75,72,95,94,102,89,100,98
b2220,128,116,210,174,146,156,171,191
b2221,0,1,2,3,1,2,3,3
b2222,0,5,3,4,3,4,6,5
b2223,11,9,23,20,6,6,6,12
b2224,26,20,26,42,21,23,30,34
b2225,26,18,49,40,35,35,37,34
b2226,30,26,97,80,29,28,61,74
b2229,10,6,7,6,4,4,6,4
b2230,58,49,49,40,57,30,40,50
b2231,9443,7301,10167,8659,8702,8211,10367,11361
b2232,1108,847,1488,1282,1051,1015,1499,1519
b2233,310,232,619,621,328,293,598,574
b2234,4867,4421,7009,5939,6611,5759,6399,5802
b2235,2158,1970,3179,3028,2646,2466,2767,3018
b2236,198,141,166,148,215,200,152,177
b2237,258,201,597,547,293,326,523,538
b2239,245,189,397,390,278,320,434,407
b2240,40,21,41,32,49,35,25,39
b2241,11,12,19,16,12,13,11,22
b2242,12,11,26,26,11,18,20,21
b2243,16,12,52,37,25,25,30,24
b2244,329,262,508,383,320,365,490,429
b2245,40,29,64,53,40,51,69,55
b2246,16,13,29,37,32,14,34,38
b2247,19,16,18,15,8,9,18,17
b2248,6,6,7,11,5,2,9,6
b2249,562,424,1026,916,596,615,968,994
b2250,96,57,32,31,34,31,42,35
b2251,92,66,60,27,147,153,58,41
b2252,24,21,20,20,29,20,15,16
b2253,213,190,294,378,208,194,364,382
b2254,110,89,131,135,94,85,151,143
b2255,273,246,445,402,256,236,525,503
b2256,50,62,101,81,55,58,110,114
b2257,67,63,139,103,73,65,140,102
b2258,16,7,28,34,12,5,32,27
b2259,186,153,97,100,165,131,106,130
b2260,423,319,462,460,282,280,526,399
b2261,686,573,1543,1604,523,513,1383,1492
b2262,1102,844,2613,2500,928,886,2199,2066
b2263,50,39,39,40,41,55,43,44
b2264,449,400,571,550,357,375,609,596
b2265,933,755,1235,1102,849,855,1385,1556
b2266,4000,2773,12877,12005,4531,4662,13906,11496
b2267,353,259,370,250,367,360,369,348
b2268,391,315,316,306,433,389,317,384
b2269,32,23,29,31,16,26,41,46
b2270,39,20,28,26,48,26,23,39
b2271,8,8,17,7,7,8,12,19
b2272,10,6,18,20,9,16,17,16
b2273,16,12,13,6,6,5,14,16
b2274,20,29,14,8,17,18,13,11
b2275,40,52,21,20,37,43,33,40
b2276,4013,3077,1376,1512,1364,1181,1682,1805
b2277,3909,3139,1360,1347,1344,1311,1644,1722
b2278,3454,2611,1439,1410,1084,1015,1437,1513
b2279,60,60,20,25,30,31,15,24
b2280,427,322,242,229,148,151,242,313
b2281,869,707,239,240,231,267,237,254
b2282,1759,1445,560,578,523,508,649,669
b2283,11324,9553,4558,4591,3551,3175,5124,5478
b2284,3929,2868,1852,1645,1193,1180,1919,1965
b2285,1940,1601,750,824,683,633,737,1030
b2286,8998,7605,3206,3025,2731,2566,3385,3531
b2287,3156,2713,1205,1268,1150,1038,1340,1531
b2288,2213,1809,648,596,886,882,830,847
b2289,1018,876,750,662,912,938,743,652
b2290,1809,1496,682,607,2090,1945,660,535
b2291,219,194,382,375,198,216,364,461
b2292,215,150,150,134,161,150,154,143
b2293,1259,1032,1985,1725,1366,1323,2053,1809
b2294,1615,1442,2406,2141,1946,1828,2056,2071
b2295,568,494,624,674,477,486,700,730
b2296,2845,2321,6093,5326,5511,5131,6186,6876
b2297,4468,3701,7507,6620,6407,5680,7434,8123
b2298,14,11,26,28,24,15,39,24
b2299,1432,1229,1929,1485,1738,1667,2497,2346
b2300,905,790,1845,1643,1155,1083,2303,2613
b2301,336,258,1223,1064,415,385,2155,2290
b2302,214,184,1091,1123,260,262,1005,893
b2303,1447,1298,954,837,1321,1298,1018,977
b2304,1516,1258,2261,2306,1544,1491,2334,2152
b2305,120,79,89,81,119,125,117,87
b2306,826,663,458,317,613,654,507,593
b2307,504,456,249,177,496,449,251,346
b2308,820,618,371,234,658,596,442,397
b2309,6747,5892,2974,2047,6501,5705,3121,3882
b2310,2496,1844,2295,1891,2296,2193,2100,2095
b2311,337,230,166,139,280,298,217,139
b2312,8047,6978,3577,2480,7396,6589,3400,3722
b2313,2573,2147,724,505,2020,2094,765,877
b2314,863,683,952,727,771,785,878,802
b2315,959,818,749,641,789,795,827,1004
b2316,5610,4692,5743,5403,5398,5066,6240,6905
b2317,398,305,518,503,449,384,517,599
b2318,267,174,392,465,231,242,484,514
b2319,714,557,1400,1429,727,717,1398,1393
b2320,2221,1844,2612,2372,2225,2049,2630,2597
b2321,469,454,434,363,486,484,421,412
b2322,110,90,97,111,104,116,109,123
b2323,4999,4160,12264,10880,7366,7106,10297,10807
b2324,415,375,921,816,445,464,921,969
b2325,357,356,194,218,293,263,219,365
b2326,486,447,383,348,456,390,388,449
b2327,437,410,234,246,336,344,230,371
b2328,985,864,807,770,866,831,897,1056
b2329,2569,2153,2534,2334,2445,2358,2840,3180
b2330,2097,2007,2172,2038,2389,2165,2289,2530
b2331,475,404,492,412,456,460,565,545
b2332,420,327,368,325,445,375,433,403
b2333,6,15,10,10,14,12,15,10
b2334,3,6,5,11,1,2,6,7
b2335,1,4,13,15,9,12,10,10
b2336,5,4,13,2,6,7,6,10
b2339,0,1,1,8,3,1,3,3
b2340,1141,969,1957,1816,1467,1386,1921,1699
b2341,433,358,684,698,412,424,737,715
b2342,211,192,352,353,201,162,409,426
b2343,282,281,886,936,393,360,641,708
b2344,1256,1021,604,650,993,910,559,633
b2345,27,26,21,15,41,37,32,24
b2346,1628,1381,1304,1031,1511,1482,1420,987
b2347,201,142,842,707,255,256,924,771
b2349,321,262,160,116,284,303,153,139
