,wt_fe2_1,wt_fe2_2,wt_dpd_1,wt_dpd_2,delfur_fe2_1,delfur_fe2_2,delfur_dpd_1,delfur_dpd_2
b3922,1141,964,675,1532,1369,1334,2021,1850
b3923,1540,1347,1093,2259,1958,1926,3049,2439
b3924,2271,1923,1852,3006,3361,3338,3008,2812
b3925,1035,834,728,1281,974,987,1156,1085
b3926,564,545,771,1387,805,751,1325,1202
b3927,82,88,81,251,125,108,184,193
b3928,4105,3381,1473,1324,2666,2825,2351,1792
b3929,2880,2552,2501,4406,3477,3382,4295,4537
b3930,785,574,267,624,738,703,473,591
b3931,5657,5110,3498,8154,8857,8218,6396,6491
b3932,1670,1488,1189,2989,2695,2591,2407,2356
b3933,3024,2802,1782,3323,3240,3205,3603,3636
b3934,1360,1253,569,917,1501,1321,1194,1340
b3935,1528,1297,832,1526,1464,1357,1682,1809
b3936,2337,2775,2083,2031,9735,10298,3168,2451
b3937,448,343,482,549,378,376,1494,1464
b3938,2991,2534,5492,5486,2906,2623,13530,14430
b3939,4559,3715,15080,14965,5958,6321,60894,53081
b3940,7334,5551,22040,25191,8537,8616,93721,84531
b3941,12630,10297,15177,13798,9749,9400,46665,45881
b3942,11071,8827,3880,6295,5238,5408,8848,8259
b3943,238,181,44,114,164,165,155,130
b3944,11,19,9,24,33,29,13,6
b3945,265,246,516,1055,351,302,769,627
b3946,65,47,30,103,70,63,93,77
b3947,65,37,48,122,57,84,79,122
b3949,22,12,6,29,11,22,25,25
b3950,14,14,6,18,13,14,21,21
b3951,177,142,171,399,169,154,351,339
b3952,51,46,55,130,50,63,102,109
b3953,8,19,14,31,18,18,23,23
b3954,381,291,151,300,421,313,316,348
b3955,5934,5064,1013,1494,5072,4574,1919,2240
b3956,54325,44463,20279,34189,34549,31191,38326,43444
b3957,7081,5795,2583,3761,7414,6841,4926,5379
b3958,10069,8260,966,1018,6666,6178,2464,3440
b3959,7843,6144,770,1118,4597,4378,2370,2911
b3960,12860,9258,1536,2024,7340,6956,4299,4531
b3961,3817,2965,1662,2845,3705,3424,3333,3316
b3962,7036,6012,4047,8100,5529,4676,7325,9422
b3963,2198,1791,1116,2236,2198,2107,2371,2483
b3964,951,716,297,510,940,914,764,543
b3965,2983,2509,1154,1895,2619,2487,2194,1923
b3966,3828,3251,725,1107,3437,3205,1457,1576
b3967,1096,902,627,1308,1149,994,1060,1156
b3972,1849,1561,702,1285,1916,1785,1353,1338
b3973,829,580,341,771,760,825,762,864
b3974,1798,1550,444,653,1585,1551,915,927
b3980,28249,22749,8042,7641,24230,20896,10666,9794
b3981,5430,4573,1779,3958,5004,4545,4646,4436
b3982,8271,6825,3069,7221,6662,6226,7476,8541
b3983,36073,29224,5714,16112,26208,25827,17468,20732
b3984,65110,53527,17939,33757,48049,45475,37979,40610
b3985,83963,67125,32102,53419,67360,63193,58553,58277
b3986,59738,46090,11998,23568,41645,40272,30748,28422
b3987,87887,69997,71560,135386,74031,70381,120674,135988
b3988,91112,71437,70077,136648,74057,72313,121800,127419
b3989,154,106,32,45,132,121,60,88
b3990,9872,8289,15130,30022,13009,12229,31408,31912
b3991,6222,5163,9812,23762,9103,8424,25542,25866
b3992,6414,5331,9904,28006,8445,7726,28187,30476
b3993,5769,4744,8596,25016,7305,6627,24733,25164
b3994,22651,19104,50825,83470,30042,28005,87278,83166
b3995,2163,1927,1909,2991,2841,2542,2766,2673
b3996,1618,1310,1911,3254,1539,1498,3581,3549
b3997,3074,2251,1957,4522,2784,2752,5223,5082
b3998,1230,1002,1030,3136,1334,1387,2972,3501
b3999,1886,1460,888,2021,1683,1711,2065,2265
b4000,14965,13785,5915,7232,17410,16938,6827,7352
b4001,1012,882,170,446,960,994,496,498
b4002,26,14,37,54,26,24,61,50
b4003,108,94,57,146,121,101,128,141
b4004,122,99,155,287,183,181,277,262
b4005,8534,6695,2331,3320,6398,6426,5779,5529
b4006,14861,12724,3845,5311,12678,11847,8665,9439
b4011,7,7,2,7,12,5,7,0
b4012,96,70,79,130,75,106,125,134
b4013,7538,6228,37786,42503,11905,11363,117244,113927
b4014,70143,61510,70045,138987,57291,52205,140492,151555
b4015,63266,53904,55732,111860,45387,41675,127332,127878
b4016,11128,9198,6253,10489,7373,6893,16235,14899
b4017,28,37,16,33,36,34,34,38
b4018,2177,1749,759,1279,1862,1803,1971,1708
b4019,16335,13443,12582,18321,13244,12462,33641,34166
b4020,795,629,728,1199,718,731,1375,1328
b4021,217,220,59,114,234,175,132,113
b4022,1163,1003,695,1203,1306,1203,1128,1504
b4023,1075,790,707,827,991,1038,1434,1664
b4024,25000,20162,15192,16756,27943,26252,40971,45939
b4025,19284,16189,16612,24573,22088,21579,32373,32595
b4026,65,55,360,690,166,150,601,1024
b4027,8,15,23,60,21,17,71,70
b4028,8,8,22,53,25,17,56,65
b4029,166,129,272,482,241,239,530,540
b4030,318,196,1045,1807,774,682,1126,825
b4031,74,73,60,129,87,71,139,132
b4032,205,213,52,87,303,292,71,66
b4033,431,457,62,113,578,567,127,118
b4034,1932,2133,93,159,2831,2400,158,193
b4035,453,477,12,22,749,697,19,12
b4036,1196,1332,143,275,1889,1627,225,177
b4037,634,767,160,284,1007,945,250,270
b4038,10,11,8,8,10,13,2,25
b4039,1054,924,629,1328,1209,1104,1411,1310
b4040,1112,810,759,1582,1201,1162,1574,1306
b4041,6718,5656,5026,8794,7770,6952,9431,10416
b4042,839,712,439,758,805,792,712,858
b4043,2112,1633,987,1675,3411,3349,2294,2163
b4044,293,211,119,206,394,412,326,268
b4045,188,162,2144,2514,413,410,4271,2654
b4046,571,478,252,580,624,531,545,660
b4047,5,1,1,5,1,1,3,0
b4048,6,7,6,9,9,10,8,12
b4049,1321,1059,481,850,1273,1417,1134,1144
b4050,40,63,34,86,53,60,35,44
b4051,1773,1481,3884,6851,2463,2416,5678,5105
b4052,4416,3482,1920,3099,3736,3368,3690,3572
b4053,1807,1328,532,971,1478,1375,1272,1197
b4054,8620,7099,1417,2369,7808,7137,3935,4141
b4055,192,178,57,109,234,249,134,153
b4056,1363,1162,1253,3384,1747,1523,3744,4295
b4057,681,552,715,1692,620,670,2234,1974
b4058,4639,3632,8340,16263,6876,6494,15216,14683
b4059,2618,2028,1907,3157,2308,2311,3841,3520
b4060,340,223,889,1411,395,349,903,744
b4061,326,286,291,521,447,393,684,644
b4062,454,414,927,1687,1797,1736,1062,983
b4063,98,61,538,976,106,147,614,488
b4064,3102,2042,473,661,1872,1885,940,831
b4065,1434,1070,780,1410,1394,1307,1408,1460
b4066,23,17,10,10,7,10,9,11
b4067,552,521,190,392,615,491,434,392
b4068,200,174,46,98,208,177,106,102
b4069,3994,3624,1787,3456,3951,3577,3456,3753
b4070,194,185,51,110,118,121,134,154
b4071,36,26,8,26,29,27,26,36
b4072,17,15,1,8,21,15,15,12
b4073,31,30,17,24,22,14,25,19
b4074,35,24,36,73,26,24,65,50
b4075,6,13,8,28,12,14,31,19
b4076,33,41,27,29,12,39,34,47
b4077,629,492,774,1201,526,487,1406,1200
b4078,1277,1201,820,1536,1391,1349,1479,1778
b4079,395,398,275,691,415,414,597,541
b4080,47,22,20,51,59,17,43,64
b4081,35,25,19,57,33,24,46,51
b4082,5,10,8,12,24,6,12,22
b4083,13,28,21,47,25,35,19,18
b4084,60,91,63,135,113,90,166,149
b4085,38,51,28,72,71,75,83,76
b4086,22,17,31,56,21,23,53,28
b4087,18,28,10,26,34,18,33,23
b4088,114,112,39,61,100,105,108,87
b4089,758,693,284,547,844,738,524,541
b4090,58,44,30,69,52,44,65,92
b4092,236,205,386,1008,324,366,912,957
b4093,207,177,194,797,241,253,833,641
b4094,75,75,60,163,85,88,223,137
b4095,23,24,39,87,38,25,56,66
b4096,9,10,17,64,10,14,27,43
b4097,11,10,12,36,10,8,34,32
b4098,15,11,8,40,18,10,33,28
b4099,4,11,12,47,24,13,38,30
b4100,10,2,1,13,2,10,12,12
b4101,3,0,5,11,4,3,11,4
b4102,5,12,9,34,6,9,33,11
b4104,13,1,6,17,9,8,12,9
b4105,28,15,26,45,39,36,48,47
b4106,20,16,11,18,12,25,33,31
b4107,271,207,1902,4593,593,549,3252,3679
b4108,666,559,376,456,786,702,545,438
b4109,344,296,100,211,441,367,303,316
b4110,70,46,43,75,93,86,121,104
b4111,6859,4888,6115,11250,5856,5749,11533,11591
b4112,425,322,398,782,534,462,830,765
b4113,467,362,358,953,611,602,892,886
b4114,154,150,94,224,217,204,243,207
b4115,52,37,43,78,53,47,103,92
b4116,52,44,69,120,65,35,116,137
b4117,139,117,93,229,200,177,218,248
b4118,235,206,336,611,252,289,550,449
b4119,162,143,248,494,242,204,401,351
b4120,113,96,76,152,111,122,129,130
b4121,219,213,154,261,271,268,272,305
b4122,167,137,44,76,62,50,64,75
b4123,75,53,9,41,43,46,30,32
b4124,674,547,276,444,663,608,552,522
b4125,1068,814,344,634,1056,961,706,745
b4126,102,41,50,266,110,115,263,314
b4127,239,180,235,580,236,239,557,650
b4128,20,21,43,83,42,26,76,86
b4129,1958,1615,1560,2761,1910,1950,4170,4130
b4130,135,159,129,212,178,172,209,299
b4131,44,36,32,57,52,63,47,78
b4132,11,10,4,10,7,14,22,22
b4133,118,132,52,72,123,98,143,128
b4135,2060,1640,3711,6960,2662,2299,6480,6685
b4136,1745,1433,1148,2343,2271,2091,2435,2507
b4137,582,586,466,1071,821,712,956,1233
b4138,5564,4579,1853,3432,5313,4935,3988,4302
b4139,1141,909,559,989,1070,1239,1269,1384
b4140,229,172,78,159,370,357,169,107
b4141,787,653,573,933,941,936,1192,876
b4142,6200,5736,3451,6368,12332,11582,5805,5602
b4143,31752,28818,28353,45689,64188,62252,43812,41140
b4144,2837,2277,2274,2729,2839,2727,3625,3278
b4145,112,74,26,30,131,104,42,58
b4146,1793,1640,1269,2172,1771,1684,2308,2750
b4147,10508,7924,2744,4431,7564,7339,6500,5268
b4148,194,159,186,266,175,201,374,303
b4149,750,625,919,1354,1082,975,1719,1475
b4150,740,635,258,474,674,647,480,560
b4151,126,89,55,210,65,64,241,154
b4152,178,184,64,252,84,71,282,280
b4153,430,365,280,723,199,221,882,785
b4154,1619,1386,1548,2855,640,670,3044,2848
b4155,615,486,263,465,427,429,517,559
b4156,116,79,48,112,111,87,159,136
b4157,26,27,3,34,35,25,30,34
b4158,25,13,6,11,20,22,7,20
b4159,1667,1384,905,1706,1790,1842,2173,2227
b4160,3208,2524,2053,3530,3694,3357,4433,4790
b4161,3193,2775,2589,4661,3521,3306,4948,5459
b4162,1255,1065,1074,1381,1424,1294,1575,1369
b4166,808,699,856,1432,822,759,1585,1399
b4167,1891,1689,4081,7441,2157,2305,7346,6624
b4168,627,577,353,1101,690,705,1160,1141
b4169,1688,1388,1616,3304,1802,1758,3625,3199
b4170,2400,2060,1964,4732,2533,2408,4226,4621
b4171,6844,5488,5213,9811,9399,9554,10593,11500
b4172,7919,6350,3513,6033,8826,8839,7960,7509
b4173,8715,7049,7368,14248,9321,9232,15608,15511
b4174,11759,9944,8512,17584,11271,11612,20267,22013
b4175,8289,6970,4981,9798,8507,8011,11331,12619
b4176,78,65,28,43,43,82,61,50
b4177,30085,24125,18141,34862,29496,26277,28815,32131
b4178,424,414,170,394,450,447,504,422
b4179,5717,4634,5882,11207,6369,6140,11141,10692
b4180,1145,985,835,1543,1123,1198,1801,1414
b4181,11,11,2,0,8,12,8,8
b4182,33,12,8,14,17,35,15,22
b4183,22,10,9,18,10,6,14,12
b4184,9,19,4,17,9,6,8,22
b4185,11,10,10,20,21,22,17,23
b4186,51,22,16,76,39,39,65,40
b4187,997,635,2566,4335,853,1010,6605,5059
b4188,110,104,186,349,158,162,320,285
b4189,196,182,382,594,267,281,653,443
b4190,357,294,346,701,362,388,626,607
b4191,472,425,257,361,523,499,423,335
b4192,93,75,50,83,89,100,84,79
b4193,45,37,26,47,49,40,42,69
b4194,40,27,3,28,35,23,26,29
b4195,50,42,17,78,51,56,54,71
b4196,122,80,61,185,100,130,161,132
b4197,86,73,74,173,91,94,176,135
b4198,111,90,42,153,93,85,119,123
b4199,55,44,272,394,77,103,471,423
b4200,40871,35731,7558,14368,34952,31501,17628,19341
b4201,25524,21987,2420,11791,20935,18271,12468,17045
b4202,22672,19585,457,6957,18450,17010,9008,8818
b4203,27004,21763,5141,11159,20020,19038,13328,15014
b4204,54,59,11,24,50,49,15,21
b4205,9,0,0,5,6,6,2,1
b4206,1886,1626,1672,2997,2597,2168,2863,3492
b4207,4184,3333,1150,1928,3837,3638,2495,2662
b4208,3597,2860,1990,3068,3418,3276,4757,4433
b4209,75,51,1262,3732,97,55,461,361
b4210,271,224,112,250,249,313,259,273
b4211,379,259,224,534,295,287,464,520
b4212,99,84,102,143,120,126,156,135
b4213,1655,1550,571,837,1744,1613,1042,1107
b4214,963,808,2113,3031,1248,1300,3474,3174
b4215,31,13,32,38,16,34,37,42
b4216,119,120,110,180,123,129,154,171
b4217,584,572,2177,2683,1052,1117,3050,2773
b4218,883,677,692,1276,838,848,1428,1241
b4219,1872,1706,2852,5106,2730,2512,4960,4982
b4220,2350,2032,1323,2121,2261,2222,2855,2615
b4221,3788,3039,1832,3595,4087,3808,4576,4607
b4222,2028,1848,1055,2520,2297,2007,2746,3324
b4224,88,70,25,97,98,104,157,117
b4225,150,100,88,193,112,142,233,190
b4226,27841,25281,7650,12590,27435,23857,15426,15984
b4227,281,234,290,482,432,367,525,540
b4230,85,60,56,152,78,92,119,141
b4231,101,80,76,153,129,111,152,150
b4232,5773,5083,2869,5493,6044,5709,4182,4185
b4233,3853,3033,1721,2648,3537,3311,3461,3227
b4234,1784,1568,2841,4651,1712,1691,4271,4387
b4235,3220,2621,3554,6339,3454,3206,5441,6590
b4236,584,531,430,701,500,518,691,858
b4237,83,52,294,522,103,106,517,388
b4238,852,730,5494,11305,1539,1545,8662,7521
b4239,168,140,78,152,186,224,208,177
b4240,188,139,84,91,192,224,167,168
b4241,672,513,418,695,625,587,797,869
b4242,2196,1491,355,488,2023,1964,981,878
b4243,23511,19053,2642,3868,16048,15105,8114,6921
b4244,38337,27043,378,281,23885,24208,5285,4219
b4245,86130,72327,1116,762,66353,60812,12538,14614
b4246,782,797,40,76,683,877,91,95
b4248,296,260,412,605,372,370,630,695
b4249,88,56,33,55,84,88,73,76
b4251,383,309,216,349,465,372,355,368
b4252,802,557,381,605,840,725,902,785
b4253,266,223,66,67,230,229,155,213
b4254,11529,7645,486,456,4708,4773,1261,1803
b4255,6361,5040,2347,3420,6010,5504,4480,3857
b4256,619,590,345,571,809,726,744,703
b4257,9,13,12,21,20,24,11,24
b4258,22249,18084,12322,22897,20990,19886,25976,25797
b4259,2020,1720,996,2500,2104,1944,2730,2716
b4260,8648,7395,8107,13433,10140,9423,14117,13517
b4261,1073,821,800,1723,1072,1112,1703,1715
b4262,1569,1356,1099,2198,1561,1607,2746,2606
b4263,1184,902,1969,2980,1345,1414,2965,2440
b4264,789,702,417,784,837,763,847,955
b4265,243,207,125,262,312,290,276,245
b4266,83,65,26,50,87,67,46,102
b4267,65,31,22,32,68,53,49,58
b4268,37,26,22,37,35,53,49,42
b4269,850,632,3013,5667,1245,1299,6199,4877
b4271,701,609,410,650,725,759,797,686
b4272,9,17,31,23,19,12,28,39
b4273,19,9,9,11,13,16,22,11
b4277,1,1,1,7,1,1,2,3
b4278,548,558,299,412,570,588,763,706
b4279,98,107,94,103,114,109,184,195
b4280,327,283,143,187,262,250,313,314
b4281,61,39,22,23,59,66,47,41
b4282,31,24,5,22,36,42,28,18
b4284,1314,1201,727,1162,1387,1352,1377,1403
b4286,20,12,4,27,21,12,20,33
b4287,269,239,388,620,796,768,630,630
b4288,95,67,121,359,435,347,350,353
b4289,103,113,169,470,450,434,381,400
b4290,341,237,741,1582,1416,1419,1452,1535
b4291,623,474,3224,5824,4975,4436,5986,5673
b4292,668,429,4692,12234,6671,6188,10288,12628
b4293,810,585,3733,9268,7985,7665,9132,8238
b4294,99,124,131,170,234,211,211,215
b4295,2191,1689,1079,1534,2149,2038,1987,1718
b4296,34,44,20,31,49,35,48,29
b4297,253,232,260,406,301,248,492,558
b4298,58,95,45,111,82,92,113,108
b4299,25,30,8,22,24,45,12,13
b4300,134,104,129,319,167,149,235,253
b4301,113,101,96,369,167,120,259,307
b4302,123,97,91,182,159,161,188,146
b4303,71,74,64,117,112,74,170,116
b4304,82,58,76,169,86,70,184,135
b4305,54,29,53,139,55,70,120,125
b4306,76,63,40,88,88,100,113,144
b4307,92,72,21,52,58,63,55,58
b4308,79,46,28,37,70,78,43,55
b4309,124,110,187,344,179,244,478,446
b4310,360,326,444,924,583,636,1168,1045
b4311,49,48,6,73,63,89,107,75
b4312,1030,831,77,88,810,910,238,252
b4313,57,34,85,165,72,58,178,127
b4314,19173,14816,4813,5972,18730,16599,9299,10278
b4315,1573,1201,375,774,1491,1435,1328,1269
b4316,911,673,191,412,889,939,595,724
b4317,945,687,245,410,1036,941,605,674
b4318,131,112,46,95,180,134,118,141
b4319,161,134,66,215,221,201,185,313
b4320,441,265,177,278,456,375,368,302
b4321,103,85,30,67,98,118,37,72
b4322,544,461,186,316,319,319,322,384
b4323,486,369,203,482,355,322,450,357
b4324,717,687,801,1337,1033,933,1207,1588
b4325,10,7,10,13,13,19,20,26
b4326,106,77,622,1040,225,242,562,631
b4327,575,517,194,314,645,516,398,425
b4328,1801,1376,436,746,1450,1367,946,955
b4329,151,143,8,54,132,123,80,61
b4330,53,33,6,28,18,27,23,20
b4331,91,75,104,121,175,158,149,174
b4332,171,149,80,177,120,149,167,159
b4333,81,67,32,56,118,110,53,84
b4334,42,36,25,72,36,46,61,49
b4335,143,121,70,156,129,112,243,246
b4336,394,338,636,1313,483,479,1526,1258
b4337,155,145,172,353,262,290,303,312
b4339,266,209,208,290,321,326,325,221
b4340,645,513,452,772,722,810,930,824
b4341,4,1,4,3,1,2,3,3
b4342,2004,1617,206,374,1486,1303,473,495
b4345,245,222,15,23,146,158,53,61
b4346,1047,980,128,151,736,688,264,304
b4347,41,42,43,65,94,93,56,44
b4348,1425,1169,150,311,960,949,356,424
b4349,2643,2180,910,1545,2361,2159,1497,1581
b4350,5754,4986,2039,3224,5035,4843,3494,3679
b4351,871,801,239,423,832,782,462,469
b4352,1485,1260,817,1803,1656,1490,2048,2375
b4353,334,314,26,318,368,321,397,473
b4354,513,162,565,337,255,298,5546,5807
b4355,160,121,165,349,250,205,380,306
b4356,100,99,58,159,122,131,152,171
b4357,89,85,16,32,90,93,51,44
b4358,17,18,13,41,30,37,26,25
b4359,2867,2462,737,1298,2524,2444,1406,1292
b4360,885,774,632,1394,946,884,1045,1315
b4361,865,781,737,1869,1042,896,1641,1604
b4362,772,594,808,2182,815,733,1598,1741
b4363,61,36,30,60,55,46,55,75
b4364,141,142,82,137,190,203,205,166
b4365,11,2,12,10,15,10,12,14
b4366,27,36,13,21,26,11,21,15
b4367,7409,4795,13891,24425,28576,26012,28829,29606
b4371,1617,1435,622,1002,1612,1520,1244,1147
b4372,948,830,270,948,947,821,732,1090
b4373,1087,861,321,1105,926,789,1152,1164
b4374,1149,922,836,1698,977,966,1738,1686
b4375,8301,7498,1639,2961,6797,6018,3544,3982
b4376,8271,6464,30081,50917,9776,9707,69877,62598
b4377,379,254,658,1508,439,448,1724,1814
b4378,89,85,159,330,110,105,502,362
b4379,44,46,29,73,46,32,49,60
b4380,177,194,60,137,202,171,124,97
b4381,1198,1044,2323,4358,1234,1155,3811,3673
b4382,1506,1393,4593,9862,1594,1503,8396,8115
b4383,5709,4584,12728,29159,6601,6277,24365,23628
b4384,6679,5909,7567,16459,7936,7437,14293,15586
b4385,641,578,396,605,747,688,796,621
b4386,547,397,325,525,558,508,659,526
b4387,254,246,171,351,313,258,395,314
b4388,1860,1580,759,1459,1782,1630,1626,1717
b4389,2410,2034,1178,2276,2208,2123,2454,2607
b4390,2545,1979,2105,3504,2475,2539,3752,3439
b4391,11899,9942,9048,16614,11931,11514,14432,13923
b4392,2119,1876,2811,5011,2819,2661,5332,5435
b4393,739,666,515,729,698,737,712,613
b4394,655,461,459,706,632,569,754,801
b4395,1457,1150,652,1100,1201,1143,1343,1306
b4396,4786,4376,4153,7858,5429,4858,7016,6549
b4397,692,629,310,546,698,733,550,541
b4398,854,735,249,670,818,724,658,701
b4399,474,421,259,485,553,430,535,475
b4400,150,120,98,193,143,145,178,160
b4401,9322,7503,10874,19237,9536,8702,20434,21211
b4402,29,38,34,25,35,39,28,23
b4403,563,393,246,456,364,335,425,438
b4406,1243,934,795,1893,1359,1345,2039,1697
b4407,1511,1258,160,6237,2127,2025,6436,6967
b4409,350,284,86,87,288,249,135,144
b4410,396,316,11,276,357,296,340,330
b4411,2367,2283,2306,3700,3236,3220,3949,3566
b4415,17,10,8,32,22,21,25,31
b4419,19,15,24,28,29,28,38,23
b4421,18,13,24,9,16,18,15,22
b4423,4,2,11,2,11,5,6,8
b4428,46,65,9,36,54,58,54,63
b4453,56,52,53,53,65,64,71,84
b4460,99,61,125,278,121,109,315,265
b4461,928,808,573,972,991,985,1304,1092
b4462,23,15,11,25,21,11,37,25
b4463,65,61,56,86,109,99,120,86
b4464,233,147,122,233,194,169,195,173
b4465,52,33,48,89,47,55,123,84
b4466,2588,2173,1190,1975,887,732,1621,1677
b4467,661,604,445,907,389,343,828,740
b4468,393,310,65,202,95,101,168,137
b4469,4052,3305,409,810,1676,1746,1214,1509
b4470,208,138,119,237,179,219,199,194
b4471,143,124,129,237,167,149,237,211
b4472,2914,2516,1177,2047,2566,2288,2245,2407
b4473,1070,882,139,1680,1079,1030,1427,1605
b4474,63,49,38,102,74,50,108,89
b4475,284,209,275,533,233,273,552,502
b4476,120,105,57,99,118,100,139,165
b4477,39,25,33,95,67,42,118,91
b4478,121,100,109,217,132,117,220,213
b4479,396,348,258,495,476,409,517,493
b4480,746,566,468,860,635,657,844,812
b4481,885,691,410,1036,684,730,868,830
b4482,56,45,27,27,52,30,27,33
b4483,690,495,146,276,631,535,361,376
b4484,875,724,807,1451,1165,1045,1078,1310
b4485,186,179,173,412,242,231,418,401
b4486,714,640,412,870,719,688,910,823
b4487,134,122,232,302,157,180,355,409
b4488,13144,10571,38182,83688,27288,25481,45522,47026
b4490,2003,1326,1675,2701,5129,4785,3471,3384
b4491,393,264,171,265,275,229,355,300
b4492,2196,1802,1818,3056,2437,2443,3716,3467
b4493,8113,6366,6709,13922,7823,7957,16894,20242
b4494,42,20,22,59,25,38,49,93
b4495,3,2,9,13,5,10,8,12
b4496,139,111,145,355,136,161,397,362
b4497,18,24,17,21,36,22,33,36
b4498,1391,1305,305,504,1156,1062,774,977
b4499,308,324,100,181,288,313,275,187
b4500,150,143,175,343,148,173,281,332
b4501,191,132,39,58,207,260,63,57
b4502,13,23,3,13,29,18,10,10
b4503,3,7,3,6,9,6,7,2
b4504,7,3,0,6,3,2,3,2
b4505,333,333,149,224,344,304,288,257
b4506,19961,14085,6,20,42,62,23,34
b4508,3,19,2,2,3,10,6,9
b4509,3,1,0,2,4,2,3,3
b4511,74,30,75,2507,2897,2730,2634,3017
b4512,236,203,276,359,280,291,305,317
b4513,3,0,0,0,0,1,0,0
b4514,7,11,2,11,2,2,7,8
b4515,435,353,1,393,406,423,593,608
b4516,1,1,7,1,0,2,7,4
b4517,379,254,29,64,282,321,112,54
b4518,172,118,3411,3485,277,311,3390,2286
b4519,36,29,11,7,115,95,28,18
b4520,5,5,42,43,11,15,61,52
b4521,14,10,18,21,12,18,42,18
b4522,697,631,28,263,616,562,270,350
b4523,932,881,78,349,799,691,334,437
b4524,20,17,27,31,24,37,27,42
b4525,42,28,18,99,47,48,93,114
b4526,0,1,0,4,9,3,2,6
b4527,13,9,3,5,10,11,14,12
b4529,578,440,772,1092,480,465,1351,1283
b4532,123,113,46,240,150,146,208,239
b4533,4,0,2,2,4,4,4,5
b4535,65,37,53,30,59,40,70,54
b4536,205,187,105,109,252,295,208,163
b4537,1463,1330,184,291,1347,1266,435,621
b4538,20,12,24,25,19,30,25,29
b4539,508,353,115,629,519,523,690,606
b4541,2,10,2,4,3,3,6,3
b4542,70,63,48,93,85,71,93,94
b4543,304,232,66,365,295,330,430,423
b4544,45,34,28,127,41,53,127,97
b4545,6,3,1,3,4,5,4,4
b4546,119,97,29,137,92,94,164,164
b4547,451,375,163,499,399,426,543,405
b4548,5,4,0,15,4,6,11,13
b4550,112,82,25,97,98,119,108,105
b4551,460,394,141,455,395,414,495,393
b4552,16,15,2,5,13,11,12,11
b4553,62,67,50,111,64,58,105,135
b4554,386,348,3512,4285,569,600,3812,3209
b4555,78,60,115,137,119,147,184,150
b4556,71,66,65,101,78,57,108,107
b4557,2687,2437,33,986,2058,1873,919,1428
b4558,1512,1314,333,855,1603,1498,1044,881
b4559,6,7,9,14,14,15,31,25
b4561,43,46,17,31,73,46,47,31
b4565,12,5,4,32,16,20,32,30
b4566,50,56,5,15,57,56,15,13
b4567,33,6,7504,14587,8219,7605,10659,20616
b4568,1777,1396,2710,6169,2162,2434,9103,6752
b4569,46,35,25,69,55,63,68,90
b4570,30,33,22,52,41,42,60,64
b4571,3012,2496,577,1487,2490,2380,1603,2090
b4572,58,38,78,122,72,57,132,115
b4573,100,82,19,51,70,114,84,71
b4575,386,262,260,425,429,400,505,417
b4576,37,38,29,45,45,64,69,54
b4578,10,0,8,8,11,14,15,13
b4579,184,170,51,105,204,183,127,119
b4580,242,210,278,602,298,305,552,482
b4581,245,255,670,1075,391,357,1022,872
b4582,126,85,132,205,331,270,253,203
b4586,4,2,1,5,1,4,4,6
b4587,504,393,331,620,492,473,670,635
b4588,10,6,0,6,11,10,13,3
b4589,19,10,8,9,7,9,9,6
b4590,0,0,1,1,0,0,1,2
b4592,64,53,13,288,60,61,365,281
b4593,69,48,4,12,46,41,33,14
b4594,17,5,3,9,14,13,9,15
b4595,921,790,156,326,913,806,338,308
b4596,290,272,117,477,391,399,758,784
b4598,385,371,225,163,501,525,277,186
b4599,311,308,70,65,465,473,121,138
b4600,1916,1618,555,1818,2098,1951,2234,1971
b4601,1,1,1,0,0,1,3,1
b4602,292,233,20,21,246,301,52,21
b4606,79,76,27,23,87,108,37,42
b4613,949,903,879,949,1981,1825,1119,1405
b4615,4,10,2,2,3,4,8,19
b4618,275,185,249,237,1552,1482,943,870
b4620,26,28,141,229,42,21,111,90
b4621,4,9,2,0,2,2,3,2
b4622,1,0,1,0,5,0,2,0
b4623,224,181,89,178,234,217,207,173
b4626,1,0,3,1,2,7,5,4
b4627,10,18,2,23,22,14,43,45
b4628,5,1,0,2,5,4,9,3
b4630,4,1,1,1,2,4,3,1
b4631,2,0,5,7,5,4,6,9
b4632,1,3,3,3,2,0,4,1
b4633,6,9,0,26,10,15,16,12
b4634,5,2,0,10,12,2,2,3
b4636,0,5,0,5,2,2,1,1
b4637,935,953,161,867,520,565,351,442
b4638,29,19,4,4,36,25,5,7
b4639,9,6,0,2,7,6,4,2
b4640,484,393,7,26,54,55,20,38
b4641,320,294,8,10,9,20,12,7
b4642,0,0,1,0,1,2,2,3
b4644,6,6,1,0,4,0,0,2
b4646,40,25,6,21,47,35,36,23
b4647,1,0,0,1,0,0,0,0
b4648,7,7,14,19,12,10,17,26
b4649,0,1,1,1,2,1,1,2
b4650,10,4,0,6,4,4,1,13
b4651,2,11,5,4,7,9,4,12
b4652,1,5,2,0,2,2,1,2
b4653,5,3,2,2,2,5,4,3
b4654,1,4,0,1,0,0,0,0
b4655,4,2,0,3,3,5,3,5
b4656,405,293,410,564,569,539,669,726
b4657,11,3,5,3,11,26,7,8
b4658,167,125,813,1362,287,278,1296,1399
b4659,776,704,400,712,774,754,986,1089
b4660,21,20,11,24,14,20,26,26
b4661,245,194,237,402,243,259,430,456
b4662,210,167,37,53,166,176,197,162
