,wt_fe2_1,wt_fe2_2,wt_dpd_1,wt_dpd_2,delfur_fe2_1,delfur_fe2_2,delfur_dpd_1,delfur_dpd_2
b3289,2340,1906,1271,2845,1760,1873,2644,2938
b3290,1999,1717,1994,4254,1907,1990,3490,3839
b3291,1947,1366,3416,5385,2608,2749,6329,5088
b3292,346,244,212,680,442,447,669,685
b3293,420,347,337,791,517,500,825,798
b3294,39981,31798,9543,21777,30446,29201,24259,24995
b3295,142255,119156,32504,70781,110182,103434,79917,89477
b3296,105044,90661,24063,67130,84841,77102,67816,88531
b3297,52349,42372,7442,32912,41256,39089,36829,38626
b3298,48118,40749,9532,29486,39635,38093,31235,36384
b3299,15006,12259,2859,10539,11103,10757,10551,13597
b3300,99096,78728,27518,57627,77787,75007,65209,72138
b3301,45372,34644,9599,30881,33965,32269,34923,41030
b3302,22159,19378,381,12134,19091,17767,12226,16111
b3303,46257,37831,9119,31798,36956,34919,33707,41775
b3304,34790,28032,4729,22022,27025,25267,26245,31376
b3305,52708,42027,11517,34770,40508,39229,40565,45920
b3306,46329,37082,6805,25705,35778,33633,31299,34554
b3307,50067,40902,10677,33412,39490,37278,43897,41454
b3308,64191,51193,10913,39417,49012,47998,47509,54983
b3309,40481,32378,4473,21049,28824,28202,27967,28973
b3310,43811,37375,11426,20137,34434,33926,28120,26654
b3311,21228,17496,1622,6812,15972,15569,10279,8041
b3312,23976,20492,610,12865,19272,16537,13630,16036
b3313,51352,42912,7705,29699,38223,35346,28363,34419
b3314,70896,58837,15231,41257,53295,49528,40906,48020
b3315,50452,41902,4450,21882,38119,36929,24542,25287
b3316,36260,30943,4317,21989,28476,26658,21925,29545
b3317,72260,58954,19083,43230,53443,50267,47000,55341
b3318,33675,29382,5332,20313,27962,25577,19865,28399
b3319,50068,40449,9750,27031,36222,33204,28439,36583
b3320,75120,60181,16674,39193,54620,51923,41485,51713
b3321,41797,35939,9887,20271,32169,30444,20272,26198
b3322,123,76,117,170,115,106,150,179
b3323,71,43,25,73,86,87,91,69
b3324,181,122,10,42,130,128,56,57
b3325,449,319,72,103,357,300,141,167
b3326,188,156,32,61,141,129,76,89
b3327,89,100,27,41,107,97,59,69
b3328,36,22,4,13,22,28,15,11
b3329,18,22,4,8,10,11,11,7
b3330,22,14,6,5,6,18,9,9
b3331,18,17,6,12,10,5,8,8
b3332,24,33,6,26,25,19,10,15
b3333,77,66,25,60,64,56,48,98
b3334,70,53,22,56,62,64,44,60
b3335,45,27,10,28,44,30,36,13
b3336,3483,2550,968,1875,1727,1698,2621,2180
b3337,662,393,551,1308,2526,2529,2083,1460
b3338,754,687,424,668,610,546,806,830
b3339,387153,316777,119093,223187,322960,299508,228874,249046
b3340,287403,235516,93682,201302,233308,220033,198118,224011
b3341,77135,62646,18925,47882,62231,59362,50688,51783
b3342,47546,39295,19185,33137,38016,36796,36198,35641
b3343,485,392,269,759,634,554,794,684
b3344,516,383,74,479,523,442,493,512
b3345,999,881,304,920,984,932,1091,1150
b3346,2580,2146,1646,3472,2801,2721,2850,3690
b3347,5604,4460,2446,3725,5033,5091,6010,6383
b3348,384,305,176,211,370,405,270,227
b3349,11252,8860,5213,8395,8751,8321,11340,10069
b3350,694,530,480,1063,712,668,1068,992
b3351,289,228,232,322,300,328,358,264
b3352,3657,3267,2210,4470,3790,3443,4251,4280
b3353,865,693,537,1479,809,780,1357,1372
b3354,382,363,88,999,503,519,743,861
b3355,1400,1123,839,2107,1530,1532,2020,2064
b3356,1307,962,708,1105,1300,1256,1343,1372
b3357,11809,10535,7179,10328,15097,13744,11015,10799
b3358,1924,1503,538,1386,1904,1778,1617,1850
b3359,12950,9964,1362,1412,9370,8694,3108,3525
b3360,320,224,176,495,264,266,558,431
b3361,718,440,1497,4017,847,873,3823,3672
b3362,235,162,15,809,295,280,866,786
b3363,2105,1771,562,647,2103,1972,1198,1069
b3364,1045,789,684,1175,698,740,1304,1353
b3365,488,451,72,148,147,96,191,172
b3366,36,27,1,16,10,9,9,17
b3367,149,135,25,58,149,147,112,81
b3368,1027,859,731,1321,1023,1048,1317,1347
b3369,16,13,7,9,19,19,12,9
b3370,10,3,1,8,12,4,10,6
b3371,63,51,75,115,95,82,138,130
b3374,112,104,73,188,148,101,198,209
b3375,798,681,304,518,897,807,655,530
b3376,96,57,96,181,105,106,196,179
b3377,63,57,39,102,100,79,124,101
b3378,35,24,7,26,47,35,24,34
b3379,28,30,29,60,29,30,51,47
b3380,33,20,21,38,18,20,24,47
b3381,23,19,15,27,21,11,13,26
b3382,31,25,12,17,39,42,33,52
b3383,137,136,39,73,108,109,118,127
b3384,5323,4148,2350,4117,4432,4327,4730,4681
b3385,2932,2190,1598,3900,2571,2304,3682,4193
b3386,3394,2860,1659,3375,3394,2975,4158,3547
b3387,1966,1599,813,2295,2050,1818,2501,2737
b3388,11313,9865,7835,15982,11000,10225,16204,17917
b3389,8371,6936,4498,9046,7619,6971,8954,10708
b3390,6326,4930,2324,3541,5228,5040,4568,4427
b3391,89,61,47,82,69,67,117,89
b3392,10,17,1,7,24,15,13,21
b3393,12,6,2,7,6,10,15,7
b3394,20,7,1,8,29,15,14,16
b3395,66,60,72,97,83,72,113,91
b3396,1780,1490,595,1165,1929,1736,1322,1365
b3397,2030,1616,828,1427,1824,1755,1885,1616
b3398,1488,1380,848,1371,1762,1625,1773,1652
b3399,1028,950,780,1810,1414,1240,1924,1972
b3400,1060,995,640,1964,1612,1440,1902,1881
b3401,1903,1544,1581,3412,2503,2354,3183,3134
b3402,406,271,131,218,473,399,289,328
b3403,2979,2584,906,1432,3130,2794,2337,2345
b3404,1255,1073,985,2151,1152,1156,2413,2496
b3405,1884,1844,2275,4234,2276,2131,4820,4179
b3406,542,446,295,426,531,519,523,476
b3407,7032,5997,2936,4750,6561,6285,5744,5736
b3408,391,324,281,462,842,702,579,439
b3409,2830,2076,2423,5164,5604,5246,5631,5266
b3410,325,270,108,651,676,611,535,656
b3411,102,62,52,89,99,102,103,73
b3412,503,329,278,477,400,366,575,596
b3413,921,777,337,721,965,867,777,753
b3414,7649,5931,7448,14755,11707,9753,12718,13639
b3415,259,248,169,299,372,421,433,335
b3416,2621,2135,1334,2490,3720,3458,3297,3234
b3417,4657,4405,2383,4347,7264,6411,4936,5279
b3418,9063,8389,1391,2152,10919,9866,3232,3869
b3421,329,272,328,644,353,404,514,552
b3422,175,111,76,138,167,135,132,121
b3423,1427,1201,649,1329,1610,1358,1389,1236
b3424,1514,1189,399,957,1565,1449,1144,1154
b3425,783,711,217,380,1001,859,531,476
b3426,397,324,1060,2103,602,545,1745,1595
b3427,81,52,17,16,46,57,26,17
b3428,11523,8678,6748,11701,11641,11111,15390,14062
b3429,7850,6117,4603,9366,8062,7829,12139,11643
b3430,10345,8307,4643,8770,11002,10900,11951,11570
b3431,6591,5042,3380,6455,6496,6741,8506,8026
b3432,14137,11004,6947,10628,14010,13951,15642,14871
b3433,30542,23092,13046,17309,27307,25803,29350,30606
b3434,241,185,222,262,265,270,240,229
b3437,137,82,63,111,102,100,178,141
b3438,2117,1899,1276,2037,2236,2043,2469,1981
b3439,344,320,518,954,415,483,856,877
b3440,3074,2558,1367,2463,3361,2942,2688,2424
b3441,247,174,70,98,194,183,162,110
b3442,12,4,4,8,6,6,10,10
b3443,3,5,2,2,7,2,3,6
b3446,35,19,23,31,33,33,35,43
b3447,2891,2353,3184,5261,3714,3677,8004,8231
b3448,530,391,2460,3853,864,841,4518,3425
b3449,1027,804,1071,2048,978,986,2138,1736
b3450,1093,943,1170,3161,1088,1117,2737,3050
b3451,304,257,199,621,394,353,687,635
b3452,267,203,226,458,342,376,509,505
b3453,1466,1514,2753,4818,2775,2808,5533,4899
b3454,4507,3435,1099,2113,3740,3563,1938,2028
b3455,5145,4373,1034,2994,4858,4476,2513,2844
b3456,5292,3872,1013,2149,4476,4116,2089,1872
b3457,3365,2521,386,1053,2574,2493,976,905
b3458,11255,8717,2155,3458,8690,8393,3539,3529
b3459,234,211,136,228,302,294,273,289
b3460,24034,17767,4501,6091,20915,20025,1825,1984
b3461,4519,3798,6493,11544,6127,6098,11173,11180
b3462,1499,1164,867,1461,1398,1396,1790,1524
b3463,1141,869,646,1579,1135,1097,1608,1355
b3464,2370,1890,1539,2478,2270,2179,2783,2796
b3465,680,600,347,715,705,667,763,772
b3466,198,173,63,114,206,179,152,106
b3467,503,468,277,403,668,649,461,465
b3468,680,573,490,1121,821,963,1162,1175
b3469,233,215,1504,2687,3990,3415,2569,1667
b3470,552,547,185,274,561,512,322,228
b3471,510,449,307,633,520,558,544,456
b3472,3520,2885,1223,2162,3220,2992,2759,2566
b3473,551,440,256,471,508,564,541,631
b3474,308,230,262,711,327,312,668,714
b3475,636,503,498,1291,708,674,1114,1382
b3476,26,23,59,107,19,29,141,152
b3477,7,11,14,36,7,12,37,38
b3478,18,5,19,43,21,10,37,43
b3479,39,19,50,105,37,44,98,102
b3480,69,71,48,216,102,89,164,183
b3481,370,309,204,417,482,422,439,460
b3482,314,285,205,337,325,347,440,353
b3483,4,5,4,7,17,8,1,12
b3484,26,54,13,18,23,37,20,32
b3485,1298,1070,191,378,1098,946,601,486
b3486,4543,3699,751,1258,3734,3730,1497,1487
b3487,1887,1573,411,530,1826,1642,725,643
b3488,100,82,134,159,114,77,252,219
b3491,257,129,492,692,194,191,2517,2191
b3492,955,719,331,542,851,739,652,711
b3493,3365,2700,1734,3240,3337,3154,3340,3666
b3494,615,525,2068,2938,820,865,2598,2218
b3495,16849,14157,9941,13883,20202,19234,16812,15736
b3496,407,299,544,1180,410,332,1409,1067
b3497,503,404,487,973,596,556,1122,1064
b3498,4847,4073,5720,10369,6920,7020,11065,10953
b3499,1348,1010,783,1520,1043,1066,1638,1668
b3500,4495,3337,3415,6652,4157,4089,6265,6585
b3501,43,47,20,37,85,58,39,40
b3502,143,104,42,125,242,193,163,119
b3503,163,143,75,232,213,214,208,202
b3504,8,17,4,1,7,4,9,12
b3505,3127,3007,1296,2305,2545,2079,2534,2756
b3506,3222,2538,2774,3838,2407,2360,8202,6779
b3507,183,153,195,263,133,125,618,556
b3508,480,378,674,1222,276,295,2287,2199
b3509,10093,7949,19780,35137,7602,7799,49565,50449
b3510,14219,10846,28673,53825,9423,9701,64643,79679
b3511,3422,2365,6438,13346,2566,2312,17089,21266
b3512,1254,974,5323,6733,1309,1434,9558,9681
b3513,808,576,1525,2298,639,666,5492,5193
b3514,1478,1151,2458,3739,1273,1228,9581,9872
b3515,1796,1371,1000,1489,1123,1164,2535,2653
b3516,3749,3070,2324,3437,3624,3367,5904,6778
b3517,9365,6247,25687,45330,5431,5817,85678,88142
b3518,104,83,108,151,121,176,205,185
b3519,1564,1157,6685,13911,2462,2395,10931,10057
b3520,106,83,79,101,150,140,180,100
b3521,328,278,215,357,429,362,404,346
b3522,935,820,2060,3636,1435,1457,4340,3232
b3523,12214,10053,5659,11733,15266,14430,7514,6408
b3524,857,642,3528,6571,1150,1197,6412,6081
b3525,16,12,8,33,13,15,23,20
b3526,1192,990,728,1045,1144,1109,1082,952
b3527,1043,878,1138,1974,1486,1291,2137,2656
b3528,1159,858,95,136,586,628,193,168
b3529,774,685,732,1396,1052,898,1366,1565
b3530,1089,970,1156,2249,1281,1146,2170,2137
b3531,165,150,51,169,219,159,215,182
b3532,433,390,208,399,504,476,442,396
b3533,238,185,111,217,234,230,222,194
b3534,392,285,77,224,291,285,271,292
b3535,327,290,124,239,322,349,280,357
b3536,3678,3165,1808,3134,3606,3416,4083,4421
b3537,291,241,6,176,279,248,237,233
b3538,1941,1516,703,1222,1746,1552,1821,1926
b3539,336,287,109,168,346,295,168,205
b3540,2201,1686,336,514,397,411,509,526
b3541,1973,1688,311,777,499,446,638,672
b3542,1120,808,115,300,200,254,361,367
b3543,1063,794,143,274,221,237,307,268
b3544,23434,19869,14741,22068,22890,21428,18693,21118
b3546,391,364,363,538,561,514,646,720
b3547,65,55,47,95,68,70,104,83
b3548,866,723,880,1504,974,896,1436,1197
b3549,695,613,637,1255,799,781,1053,1119
b3550,273,217,113,416,276,271,324,325
b3551,2549,2100,3616,5400,2772,2925,12941,14178
b3552,331,275,125,193,314,273,246,298
b3553,6619,5893,5298,8334,8535,7773,10584,10271
b3554,3438,2547,1900,3172,3388,3186,3895,3795
b3555,2255,1901,10182,15502,3488,3408,16442,12919
b3556,2909,2254,242,308,1378,1265,698,777
b3557,63,69,26,37,68,101,49,58
b3558,34,43,15,26,56,48,54,50
b3559,15939,13477,11420,23211,16057,15454,21248,24791
b3560,9092,7938,4737,9321,9005,8359,9554,10562
b3561,128,100,65,141,147,130,175,130
b3562,8,6,4,7,25,22,15,18
b3563,4,11,2,9,17,12,10,8
b3564,122,101,279,645,152,179,580,563
b3565,250,204,388,952,300,273,925,740
b3566,36,42,19,31,55,31,26,49
b3567,86,68,30,60,113,108,68,76
b3568,101,108,47,99,145,127,163,151
b3569,550,450,275,442,633,590,507,466
b3570,3815,3055,2997,5562,4588,4530,7248,7502
b3571,327,251,146,303,415,340,301,263
b3572,9046,7191,3971,8444,7300,7016,4613,5346
b3573,118,81,46,100,131,107,94,88
b3574,1566,1343,798,1308,1837,1667,1459,1495
b3575,22,20,26,33,35,39,35,33
b3576,1,3,3,6,7,4,12,3
b3577,4,2,1,0,1,1,4,4
b3578,8,9,1,9,8,8,8,10
b3579,17,10,8,43,29,19,15,15
b3580,57,60,26,86,55,54,64,84
b3581,32,15,22,47,24,26,50,65
b3582,66,60,31,75,75,70,112,85
b3583,82,74,93,218,128,142,216,151
b3584,34,18,32,49,44,38,48,65
b3585,181,167,160,256,215,217,346,336
b3586,58,25,34,89,34,50,107,67
b3587,2,4,4,8,8,7,7,9
b3588,308,193,825,1325,483,490,1555,1595
b3589,8,9,6,18,7,17,5,30
b3590,3175,2774,2385,4175,3380,3215,4734,4864
b3591,2019,1736,1271,2645,2140,1881,2612,2870
b3592,1000,741,1031,2103,1104,1204,2298,2497
b3593,333,326,197,397,351,317,446,360
b3594,235,144,41,108,188,159,176,197
b3595,103,59,38,78,77,61,121,108
b3596,21,15,3,9,14,19,6,16
b3597,174,182,212,492,201,182,455,328
b3598,86,79,100,222,176,119,190,123
b3599,1938,1581,1494,2272,2001,1925,3886,3817
b3600,2497,2015,2300,4241,2644,2481,4866,4700
b3601,791,681,277,847,752,811,1013,973
b3602,1356,1153,614,1086,1180,1019,1287,1296
b3603,530,473,506,993,849,797,999,858
b3604,240,192,120,422,291,306,383,369
b3605,722,558,746,1441,864,831,1435,1378
b3606,350,291,89,148,282,303,167,194
b3607,3266,2691,1708,3410,2463,2139,3420,3127
b3608,6271,5311,3300,8084,6389,6340,7978,7904
b3609,7103,5946,2277,7025,7679,7281,8347,8057
b3610,3986,3529,1977,4769,4813,4426,4695,5615
b3611,3113,2500,1871,3608,3136,3000,3788,4753
b3612,11975,9893,4831,7846,10927,10311,12411,11560
b3613,3591,3006,1220,2412,3439,2978,2700,3040
b3614,989,823,357,734,974,900,890,1166
b3615,31,15,47,86,28,32,77,70
b3616,1124,839,2317,4806,1288,1308,4891,4097
b3617,837,661,1639,3508,1052,992,4066,3746
b3618,863,661,247,390,627,667,623,699
b3619,6786,5870,3511,7114,6892,6528,7075,7462
b3620,3494,2752,1539,3932,3409,3124,3851,4297
b3621,1589,1156,539,1058,1348,1341,1300,1511
b3622,1768,1379,281,371,1317,1291,632,807
b3623,990,964,290,403,900,871,467,522
b3624,539,498,135,296,468,491,291,297
b3625,662,566,179,410,525,555,321,427
b3626,869,760,215,469,718,649,418,468
b3627,1008,829,377,693,971,977,639,690
b3628,884,817,445,918,1002,942,822,890
b3629,858,737,170,295,615,604,317,291
b3630,766,712,270,616,775,783,715,604
b3631,1367,1211,514,1150,1595,1187,1167,1269
b3632,1450,1147,700,1290,1552,1502,1249,1293
b3633,2666,2141,521,1201,2167,2001,1272,1313
b3634,658,547,235,514,501,585,589,541
b3635,252,223,105,133,356,360,154,160
b3636,13588,11290,716,4954,10145,10436,5898,7568
b3637,33576,27239,6634,10601,25513,24898,15624,14846
b3638,869,680,282,261,753,690,480,288
b3639,4015,3407,1545,3215,4431,4030,3232,3062
b3640,3510,2700,996,2166,3609,3359,2172,2262
b3641,2421,2099,617,1144,2814,2663,1362,1253
b3642,204,196,22,45,124,137,50,43
b3643,2247,1900,480,829,1912,1705,1003,1394
b3644,4086,3288,2475,4045,3851,3679,4719,4616
b3645,163,81,44,50,219,212,77,77
b3646,42,42,19,32,50,34,35,61
b3647,100,72,89,129,89,80,113,126
b3648,4113,3440,1938,4213,4135,4010,4703,4011
b3649,4895,4064,1249,5227,4474,4543,5798,5656
b3650,13177,11103,6318,15672,12297,11460,14505,17428
b3651,1897,1534,578,1816,1594,1421,1716,1836
b3652,3041,2586,1322,2646,2760,2627,2439,2885
b3653,1042,762,935,1425,897,924,1725,1229
b3654,5349,4098,1496,2227,4817,4650,2671,2538
b3655,2062,1709,1878,3293,2660,2450,3487,3229
b3656,235,218,131,289,251,226,263,319
b3657,53,45,24,70,43,52,65,78
b3659,33,30,16,13,28,37,42,20
b3660,488,416,316,572,671,559,669,536
b3661,5754,4903,1739,3085,7069,6922,3481,4065
b3662,389,279,234,449,333,365,519,538
b3663,138,104,57,129,166,142,166,125
b3664,33,25,28,57,25,52,48,35
b3665,541,412,142,262,425,384,293,288
b3666,26,33,22,36,44,41,29,27
b3667,244,227,119,213,295,285,289,281
b3668,394,346,264,602,457,478,989,893
b3669,1868,1325,1249,2441,1650,1614,4513,3806
b3670,1730,1463,1028,3276,1555,1487,6569,5236
b3671,11692,10788,16867,32471,12197,11377,64374,47496
b3672,2088,2351,382,914,4094,4258,3092,2563
b3673,11,9,29,40,17,20,46,38
b3674,53,51,23,85,68,50,99,89
b3675,106,95,41,251,132,137,282,242
b3676,142,107,109,282,170,149,359,251
b3677,151,102,41,71,101,104,100,76
b3678,60,69,54,112,63,58,92,88
b3679,50,19,22,47,34,27,50,60
b3680,99,93,79,94,88,93,147,128
b3683,26,11,12,50,30,29,40,40
b3684,41,40,44,50,41,60,72,58
b3685,1069,1010,317,500,967,1035,565,449
b3686,124,87,66,126,419,392,128,150
b3687,672,715,630,847,2120,1951,746,700
b3688,1091,872,1355,1381,1193,1177,2320,1709
b3689,635,516,466,853,687,617,831,858
b3690,75,63,53,87,99,75,64,97
b3691,65,82,34,69,72,68,68,72
b3693,127,81,69,227,144,164,206,147
b3696,151,117,67,161,188,124,143,110
b3697,2755,2320,1072,1750,2484,2164,2440,2421
b3698,437,321,560,989,527,527,1060,1011
b3699,8971,7522,5299,9428,8504,7596,9265,10458
b3700,1014,841,324,627,753,727,661,741
b3701,3340,2677,1998,4718,3013,2717,3742,4048
b3702,5980,4854,4471,8717,5574,5116,7473,7395
b3703,8505,7487,1123,1953,7007,7045,2358,2887
b3704,7533,5985,891,2153,5658,5293,2638,3060
b3705,19158,15752,4236,8210,15773,14364,9404,10391
b3706,2376,2054,3108,6023,2479,2361,4760,4897
b3707,20,16,0,1,14,19,0,1
b3708,129,99,19,54,100,98,43,33
b3709,30,26,8,13,20,17,12,5
b3710,127,100,25,36,127,98,83,71
b3711,332,295,177,380,345,315,431,468
b3712,957,913,561,1648,986,956,1250,1559
b3713,1394,1276,1345,3272,1489,1546,2447,2767
b3714,6571,5136,1297,2325,5208,4938,2837,3026
b3715,525,488,215,385,493,490,423,414
b3716,84,76,39,72,160,103,69,44
b3717,223,179,41,105,209,221,75,122
b3718,64,54,37,60,89,81,77,63
b3719,76,58,27,74,65,86,72,87
b3720,54,41,8,39,64,53,24,41
b3721,32,36,20,41,31,22,41,31
b3722,26,24,7,25,26,20,23,11
b3723,7,6,3,6,14,9,3,2
b3724,1225,985,463,1240,1337,1205,1127,1253
b3725,1724,1450,704,1479,1958,1642,1437,1332
b3726,754,585,306,576,690,707,553,520
b3727,989,763,249,553,949,891,454,439
b3728,2601,2374,537,860,2695,2413,928,830
b3729,20388,16560,9794,16948,16519,15449,15890,15204
b3730,9841,8207,4852,8330,7664,7305,8549,8474
b3731,18173,16181,3233,8059,17899,16122,8214,11642
b3732,60118,50590,10193,19833,55378,50813,24032,25977
b3733,41593,36909,7036,14520,40615,37057,16189,20596
b3734,77273,65447,12954,26063,73849,67887,29701,34546
b3735,27012,22792,2364,8022,24657,22999,9519,10826
b3736,33272,28646,5335,12315,32362,29849,12645,17624
b3737,18115,14348,1663,2954,16334,15762,4590,3859
b3738,21676,18683,3485,6944,22559,20664,7359,9281
b3739,5112,4405,518,1206,4999,5039,1595,1772
b3740,863,748,192,380,670,544,378,498
b3741,5227,4258,2096,3805,4426,4178,3716,4013
b3742,3315,2696,2091,3670,3531,3344,3493,3789
b3743,328,289,148,227,323,275,317,247
b3744,1048,759,385,485,724,739,539,630
b3745,943,795,633,1172,985,984,1357,1413
b3746,1312,1195,1278,2585,1659,1507,2425,2416
b3747,1152,928,479,786,1045,1025,1055,987
b3748,779,652,31,53,683,700,145,254
b3749,848,635,81,127,929,980,337,404
b3750,1037,940,102,225,1328,1313,471,406
b3751,2523,2188,1027,1478,2945,2770,1727,2358
b3752,1226,1006,297,534,1220,1130,694,687
b3753,312,268,96,230,332,310,183,178
b3754,337,281,111,290,314,326,312,307
b3755,1364,1098,479,858,854,947,1107,838
b3764,5124,4397,1156,1994,5288,5359,2158,2362
b3765,109,67,72,140,110,139,132,158
b3766,5036,5039,356,625,5345,6229,1112,1158
b3769,654,543,273,2466,1183,1118,1177,1445
b3770,5399,4290,5246,10643,6680,6327,6632,7157
b3771,4609,3408,5681,11915,4580,4472,6307,7083
b3772,2255,1780,2920,6184,2231,2128,3077,3234
b3773,224,144,191,344,225,176,356,271
b3774,97500,79758,112413,286859,190163,179554,10707,9194
b3775,889,771,281,567,704,697,709,908
b3777,186,183,86,168,165,178,185,244
b3778,2058,1661,1081,1897,1784,1712,2382,2526
b3779,4727,3799,2293,4176,4022,3995,4380,4460
b3780,10300,9151,5974,11563,10592,9898,11256,14067
b3781,7006,5884,3334,4429,6076,6004,6018,4332
b3783,24756,21348,9913,17577,20550,18752,18926,23122
b3784,3113,2501,748,1543,2534,2334,1771,1830
b3785,2445,1902,731,1618,1916,1941,1954,1810
b3786,2526,2052,1075,2327,2239,2135,2339,2556
b3787,2387,1927,762,1588,1727,1840,1916,1563
b3788,1838,1626,668,1468,1587,1480,1606,1659
b3789,1117,970,508,1211,858,934,1213,1292
b3790,655,534,210,697,578,571,632,681
b3791,1566,1356,1064,2210,1417,1299,1991,2354
b3792,732,571,409,902,590,526,796,799
b3793,559,493,168,479,437,437,386,455
b3794,601,521,273,615,505,586,614,659
b3795,2428,2054,809,932,2109,2056,1420,1506
b3800,56,48,34,46,57,54,67,60
b3801,224,209,130,248,201,188,258,210
b3802,2923,2411,1551,3023,3045,2979,3753,4081
b3803,2935,2297,1264,2780,3004,2823,3402,3507
b3804,1552,1333,820,2387,1846,1647,2020,2474
b3805,2365,1804,1374,3096,2276,2085,3104,3046
b3806,13681,11675,13454,26656,14697,13468,20146,24145
b3807,645,503,260,328,529,506,429,506
b3809,1488,1126,550,1248,1165,1366,1480,1225
b3810,1213,954,650,1617,1187,1186,1624,1752
b3811,2001,1475,889,1818,1778,1797,2187,2316
b3812,1446,1220,735,1284,1422,1323,1524,1899
b3813,3039,2443,2514,4594,3661,3252,4807,4783
b3816,2141,1787,1349,1872,2480,2246,2380,1944
b3817,30,22,7,9,48,34,7,11
b3818,8,5,0,2,16,6,6,3
b3819,409,387,126,258,386,378,305,292
b3820,1086,851,720,1211,1085,1066,1319,1149
b3821,1709,1590,416,721,1890,1568,799,863
b3822,2840,2566,903,1601,2709,2637,1749,1769
b3823,759,555,561,950,749,746,1109,928
b3824,499,508,403,582,631,594,752,737
b3825,1969,1722,1566,3150,2191,1987,2732,2841
b3826,1262,971,708,1552,1216,1078,1351,1405
b3827,264,212,170,304,355,378,366,405
b3828,1605,1603,13004,15831,2416,2351,47991,46500
b3829,336532,247531,91695,98139,392225,361013,189639,247803
b3830,2205,1678,3507,6729,2996,3136,6924,6690
b3831,3471,2883,3925,6573,3643,3308,6609,6175
b3832,448,356,272,512,679,618,638,613
b3833,4170,3573,1491,3208,3942,3823,3555,3753
b3834,1844,1458,938,2721,1844,1666,2519,2861
b3835,2353,1882,790,1812,2183,2010,2023,2117
b3836,2615,2081,975,2425,2799,2587,2383,3358
b3838,3777,3305,1235,3019,3869,3566,3472,3631
b3839,2042,1732,515,1024,2074,2089,1473,1609
b3842,736,682,448,744,817,735,771,732
b3843,4674,4107,2786,5229,4682,4560,5188,4751
b3844,3355,2537,1700,3202,2918,2707,3680,2907
b3845,456,413,285,692,424,429,637,565
b3846,1072,988,416,798,845,914,749,738
b3847,5490,4845,4167,7633,5852,5535,6954,6835
b3848,979,726,544,1438,877,808,1332,1076
b3849,1647,1353,927,2298,1678,1550,2026,1726
b3850,1033,852,750,1447,1109,961,1439,1349
b3856,199,159,100,276,212,228,249,290
b3857,425,386,260,561,528,513,495,569
b3858,1349,957,127,468,1075,934,536,571
b3859,2831,2358,747,1620,2563,2620,2178,2063
b3860,5348,4539,1972,3235,5305,5260,3731,4219
b3861,63,61,18,36,64,68,46,45
b3862,293,243,89,176,287,252,153,219
b3863,5431,4529,4150,7046,5364,5104,7099,7293
b3865,1754,1370,959,1641,1804,1726,1895,2013
b3866,2860,2386,1862,3293,2784,2686,3415,3416
b3867,4360,3671,1362,2822,2638,2389,2669,3264
b3868,3981,2996,791,1587,2027,1781,1549,1607
b3869,4514,3493,648,1293,2004,1951,1165,1122
b3870,75583,57500,2495,3466,40910,37263,4665,5474
b3871,33858,27656,12579,23557,28795,27386,28376,32013
b3872,142,100,23,64,107,111,56,67
b3873,208,167,55,91,164,183,126,177
b3874,68,52,17,26,65,46,34,30
b3875,12,14,5,17,13,17,10,10
b3876,25,23,11,25,29,43,29,18
b3877,33,25,27,34,50,55,43,34
b3878,55,39,41,94,66,50,109,100
b3879,28,18,26,39,38,23,42,46
b3880,155,112,110,200,153,155,236,180
b3881,58,62,40,97,70,71,101,106
b3882,28,23,15,37,38,22,32,37
b3883,78,70,91,210,104,107,182,165
b3884,613,559,316,475,749,722,519,447
b3885,696,513,473,1052,729,823,1054,1090
b3886,828,590,318,960,759,866,1151,1006
b3887,1011,739,373,903,905,928,1465,1190
b3888,1503,1283,1267,2314,1574,1583,2728,2888
b3889,0,1,2,1,0,2,1,6
b3890,63,41,44,52,50,47,49,54
b3891,2116,1689,912,2022,1843,1791,1957,1912
b3892,616,554,89,442,463,472,432,329
b3893,542,447,153,487,417,356,437,357
b3894,7336,6099,897,2589,3844,3568,2327,2377
b3895,733,580,328,613,596,566,653,649
b3896,64,68,12,24,63,50,26,39
b3897,54,53,47,69,55,75,87,63
b3898,111,100,144,266,115,107,259,243
b3899,33,19,15,68,54,33,78,67
b3900,9,4,7,19,5,14,8,12
b3901,0,3,5,9,6,5,6,9
b3902,32,23,37,44,45,27,62,38
b3903,45,35,33,57,39,46,39,63
b3904,11,12,24,26,17,23,27,37
b3905,52,51,27,67,69,42,54,63
b3906,26,21,18,32,16,24,51,24
b3907,77,51,100,103,109,110,124,139
b3908,28128,24440,17834,26358,33588,31612,28212,25029
b3909,113,85,50,86,122,106,88,91
b3910,744,549,808,1333,811,831,1621,1284
b3911,2774,2398,2139,4436,2715,2784,4607,5203
b3912,3257,2475,2905,5095,3347,3256,5561,5695
b3915,1696,1408,1291,2140,1731,1954,2341,2206
b3916,7231,6076,8846,15544,7842,7678,15153,14180
b3917,2345,1671,328,743,2105,2104,732,857
b3918,424,353,77,92,390,328,131,160
b3919,17136,14462,11345,19412,18573,17363,18423,19082
b3920,902,759,567,989,864,903,807,988
b3921,262,188,163,214,264,224,256,212
